ave_fitness	ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	best_fitness	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
0.3869429144174122	180.72	7.54	156.88	120.48	0.7313719006967587	0	0	819	10	709	546	12	5	11	8	0	0	15.8544020652771	100	15.8544020652771	100	0.0	
0.38759122571303267	150.13	8.690909090909091	51.63636363636363	39.67272727272727	0.7313719006967587	1	46	499	17.0	308.0	238.0	10	3.0	3.0	2.0	0	0	0.9096457958221436	200	16.764047861099243	150	25.0	
0.39423346046565944	149.1	8.347222222222221	47.90277777777778	36.666666666666664	0.7313719006967587	2	75	478	16.0	308.0	238.0	20	3.0	3.0	2.0	0	0	1.0985984802246094	300	17.862646341323853	206	31.33333333333333	
0.39936898347801175	152.2	8.847058823529412	55.741176470588236	42.68235294117647	0.7451054354487797	3	91	447	16.0	313.0	242.0	16	3.0	3.0	2.0	0	0	1.4183824062347412	400	19.281028747558594	270	32.5	
0.397648372944026	206.81	10.05	73.8125	56.55	0.7451054354487797	4	112	475	16.0	288.0	220.0	21	3.0	3.0	2.0	0	0	1.4173882007598877	500	20.69841694831848	335	33.0	
0.4301768415171169	190.84	10.71951219512195	83.84146341463415	64.1219512195122	0.7451054354487797	5	131	432	17.0	298.0	228.0	27	5.0	11.0	8.0	0	0	1.496091365814209	600	22.19450831413269	398	33.66666666666667	
0.4610054761489123	208.45	10.272727272727273	81.1038961038961	61.84415584415584	0.7451054354487797	6	155	468	16.0	320.0	244.0	24	5.0	11.0	8.0	0	0	1.3698065280914307	700	23.56431484222412	465	33.57142857142857	
0.46007634028555144	213.7	10.058823529411764	78.21176470588236	59.694117647058825	0.7451054354487797	7	171	466	16.0	237.0	182.0	49	3.0	3.0	2.0	0	0	1.5042245388031006	800	25.06853938102722	538	32.75	
0.4457496638275204	198.26	9.728395061728396	81.64197530864197	62.17283950617284	0.7451054354487797	8	191	417	16.0	244.0	186.0	42	5.0	11.0	8.0	0	0	1.4292242527008057	900	26.497763633728027	607	32.55555555555556	
0.4716300812748115	197.77	9.977272727272727	93.04545454545455	70.86363636363636	0.7476683906909252	9	204	463	17.0	312.0	238.0	34	3.0	3.0	2.0	0	0	1.6668946743011475	1000	28.164658308029175	676	32.39999999999999	
0.48910203932879814	204.98	10.571428571428571	106.72619047619048	81.4047619047619	0.7476683906909252	10	221	405	17.0	341.0	262.0	48	3.0	3.0	2.0	0	0	1.6733758449554443	1100	29.83803415298462	744	32.36363636363636	
0.5467860744528311	187.71	10.54320987654321	100.64197530864197	77.08641975308642	0.7476683906909252	11	241	394	17.0	299.0	232.0	36	3.0	3.0	2.0	0	0	1.6298189163208008	1200	31.46785306930542	800	33.33333333333334	
0.56707894493274	223.17	11.419753086419753	125.72839506172839	96.34567901234568	0.751526329142778	12	261	479	17.0	342.0	262.0	56	5.0	11.0	8.0	0	0	1.8119316101074219	1300	33.27978467941284	862	33.69230769230769	
0.5424163285568033	257.9	12.4875	157.9	121.125	0.751526329142778	13	282	473	17.0	342.0	262.0	53	3.0	3.0	2.0	0	0	2.07546329498291	1400	35.35524797439575	932	33.42857142857143	
0.592192019735435	264.15	12.451219512195122	166.67073170731706	128.02439024390245	0.751526329142778	14	301	464	17.0	343.0	264.0	68	3.0	3.0	2.0	0	0	2.254457950592041	1500	37.60970592498779	993	33.8	
0.600247255751783	247.14	11.773809523809524	138.4047619047619	106.4047619047619	0.7532426962915227	15	318	456	17.0	337.0	260.0	58	3.0	3.0	2.0	0	0	2.0823185443878174	1600	39.69202446937561	1059	33.8125	
