,id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,Class
0,8.084479669524985e-05,6.467583735619988e-05,0.00014552063405144972,0.00019402751206859962,0.0001697740730600247,0.0001616895933904997,0.0001697740730600247,0.00012126719504287477,0.00013743615438192473,0.0001536051137209747,0.00018594303239907463,0.00029912574777242446,0.00044464638182387415,0.0004123084631457742,0.0004365619021543492,0.0004365619021543492,0.0003799705444676743,0.00034763262578957436,0.0002829567884333745,0.0002829567884333745,0.00023444991041622455,0.0002587033494247995,0.0002587033494247995,0.00022636543074669956,0.0002101964714076496,0.00044464638182387415,0.00025061886975527456,0.0004203929428152992,0.000493153259841024,0.000493153259841024,0.000493153259841024,0.000493153259841024,0.0004527308614933991,0.0004203929428152992,0.0004365619021543492,0.0005820825362057989,0.0008569548449696483,0.0011722495520811228,0.0013905305031582974,0.0014794597795230722,0.001527966657540222,0.0015441356168792721,0.001527966657540222,0.0014794597795230722,0.0013986149828278224,0.0013581925844801976,0.0013016012267935227,0.0012450098691068477,0.0012045874707592229,0.0011965029910896978,0.0012126719504287477,0.0015441356168792721,0.001010559958690623,0.000541660137858174,8.892927636477483e-06,0.00030963557134280694,1.131827153733498e-05,0.13032181227274275,-0.00018594303239907463,2.4253439008574952e-05,0.0005804656402718939,9.701375603429982e-06,0.25696518629585163,-0.0012530943487763728,1.2126719504287476e-05,0.0008626139807383159,-0.00012611788284458978,0.46849559684897285,-0.0009782220400125232,0.0014471218608449721,0.8351267498619309,-0.004446463818238742,0.0,1
1,0.00016227948619295786,0.000227191280670141,0.0002596471779087326,0.00026776115221838046,0.00021907730636049313,0.00026776115221838046,0.0002596471779087326,0.00023530525497978888,0.000227191280670141,0.0002515332035990847,0.00027587512652802837,0.00034078692100521154,0.0003651288439341552,0.0003651288439341552,0.0003489008953148594,0.0004462685870306341,0.0004138126897920425,0.0003083310237666199,0.00024341922928943678,0.00021096333205084523,0.00024341922928943678,0.00017850743481225367,0.00018662140912190152,0.00020284935774119732,0.000227191280670141,0.0004462685870306341,0.00027587512652802837,0.0012252101207568318,0.0012414380693761278,0.0012657799923050713,0.0012657799923050713,0.001290121915234015,0.0013144638381629586,0.0013144638381629586,0.0013144638381629586,0.0013469197354015504,0.001444287427117325,0.001574111016071691,0.0016714787077874661,0.0017201625536453532,0.0017688463995032407,0.001817530245361128,0.0017931883224321845,0.0016877066564067618,0.0015497690931427477,0.0014686293500462688,0.0013956035812594375,0.0013388057610919024,0.001306349863853311,0.001298235889543663,0.0013144638381629586,0.001817530245361128,0.001444287427117325,0.0007302576878683104,2.0284935774119733e-05,-3.326729466955636e-05,0.0007732617517094442,0.12937732036733565,-0.00017850743481225367,7.789415337261978e-05,0.0006685914831149864,0.0005923201246042962,0.2573752651020312,-0.0011765262748989445,3.894707668630989e-05,0.0006807624445794583,0.0003115766134904791,0.4710162086750602,0.001140013390505529,0.002353052549797889,0.833710860316321,-0.004462685870306341,0.0,1
2,0.000244347778906071,0.0002362028529425353,0.0002280579269789996,0.00021176807505192822,0.0001710434452342497,0.00017918837119778542,0.0002036231490883925,0.0002036231490883925,0.00021991300101546394,0.00017918837119778542,0.0002036231490883925,0.00025249270486960674,0.00032579703854142804,0.00035837674239557084,0.0003746665943226422,0.0004561158539579992,0.0004398260020309279,0.00042353615010385645,0.00035837674239557084,0.00028507240872374954,0.00021991300101546394,0.0002362028529425353,0.0003176521125778923,0.00033394196450496367,0.0003746665943226422,0.0004561158539579992,0.00028507240872374954,0.0013520577099469264,0.001360202635910462,0.001360202635910462,0.0013683475618739976,0.0013683475618739976,0.0013683475618739976,0.0013764924878375332,0.0013764924878375332,0.0013927823397646049,0.0014335069695822834,0.0015556808590353188,0.0017348692302331043,0.0017755938600507828,0.001791883711977854,0.00180002863794139,0.0018081735639049255,0.0017348692302331043,0.0016126953407800688,0.0015149562292176403,0.001466086673436426,0.001466086673436426,0.0014823765253634974,0.0014905214513270333,0.0014986663772905689,0.0018081735639049255,0.0015231011551811759,0.000733043336718213,4.561158539579993e-05,7.248984107546774e-05,0.0008283389704915807,0.12775316373805745,7.330433367182131e-05,4.3982600203092786e-05,0.0003095071866143566,0.000360005727588278,0.25737966044772814,-0.0012950432282021764,4.88695557812142e-05,0.0005652578618693776,0.0007982027444264987,0.47159121328871706,0.0014579417474728904,0.003363854422940244,0.8336331723678789,-0.00325797038541428,0.0,1
3,0.0003270459662476615,0.00038427901034100226,0.0003106936679352784,0.0003025175187790869,0.0003106936679352784,0.00023710832552955457,0.0002534606238419377,0.00022893217637336304,0.00020440372890478844,0.00019622757974859688,0.0002534606238419377,0.0002698129221543207,0.0002534606238419377,0.00018805143059240535,0.0001716991322800223,0.00017987528143621385,0.0003106936679352784,0.00022893217637336304,0.00019622757974859688,0.0001553468339676392,0.0002616367729981292,0.000335222115403853,0.00031886981709146995,0.0003679267120286192,0.0003515744137162361,0.00038427901034100226,0.0002616367729981292,0.0014962352955830514,0.0014880591464268597,0.0014962352955830514,0.0015044114447392428,0.0015207637430516262,0.0015207637430516262,0.0015125875938954345,0.0015289398922078174,0.0015207637430516262,0.001537116041364009,0.0015534683396763922,0.0015534683396763922,0.0015779967871449667,0.0015861729363011582,0.0016025252346135415,0.001569820637988775,0.0015452921905202005,0.001537116041364009,0.0015207637430516262,0.0015125875938954345,0.0014962352955830514,0.0015125875938954345,0.001537116041364009,0.0015452921905202005,0.0016025252346135415,0.0015289398922078174,0.0008094387664629622,7.276772749010469e-05,-2.779890713105123e-05,0.000701513597601234,0.12644414670050214,0.00024528447468574613,6.295634850267484e-05,0.00034094541981318714,0.0006630856965671336,0.2571807717080048,-0.0013735930582401783,4.006313086533854e-05,0.0007137778213355213,0.000861766121062588,0.4721726137700613,0.002546870462153664,0.004227069113751025,0.8335584064737273,-0.003270459662476615,0.000170063902448784,1
4,0.0004090359186430732,0.00021269867769439806,0.00017179508583009073,0.00013089149396578343,0.00011453005722006048,7.362646535575318e-05,0.00012271077559292197,9.816862047433756e-05,0.00011453005722006048,0.00010634933884719903,0.00011453005722006048,0.00017997580420295222,0.00016361436745722927,0.00024542155118584394,0.00024542155118584394,0.0002536022695587054,0.0002536022695587054,0.00022087939606725953,0.00024542155118584394,0.00019633724094867512,0.00022906011444012096,0.0002045179593215366,0.0002045179593215366,0.00030268657979587416,0.0002781444246772898,0.00030268657979587416,0.00018815652257581366,0.0015379750540979553,0.0015216136173522323,0.0015134328989793709,0.0015134328989793709,0.0015216136173522323,0.0015461557724708165,0.001570697927589401,0.0015870593643351237,0.0016197822378265698,0.0016770472664366,0.001726131576673769,0.0017915773236566604,0.0019470109727410285,0.0020533603115882276,0.0021106253401982577,0.0021269867769439805,0.002094263903452535,0.0019797338462324743,0.0018733845073852751,0.0017670351685380762,0.0016361436745722928,0.0015952400827079854,0.0015625172092165397,0.0015625172092165397,0.0021269867769439805,0.001726131576673769,0.0011105568976566948,4.722892331020381e-05,0.0001747799845427967,0.0001360014978902076,0.1252872323071387,0.00048520895982111445,3.3250120790576775e-05,0.00044663728172899126,8.131642243342668e-05,0.2573179928290581,-0.0008599088491167971,2.4927957797048535e-05,0.0008076347131716822,6.790945212806267e-05,0.4760213767921159,0.0008598794803378386,0.003058634390651993,0.8315044493987928,-9.812689881063597e-06,4.744816656259649e-05,1
5,0.0004937856358472626,0.0002551225785210857,0.00028804162091090315,0.0002715820997159944,0.00020574401493635941,0.00013167616955927003,0.00013990593015672439,0.00013167616955927003,0.00013167616955927003,0.00018928449374145065,0.00014813569075417877,0.00020574401493635941,0.0003209606633007207,0.00027981186031344877,0.00022220353613126818,0.00027981186031344877,0.00020574401493635941,0.0001810547331439963,0.0003621094662879926,0.00035387970569053816,0.00026335233911854006,0.0005102451570421714,0.0005596237206268975,0.00041971779047017316,0.00032919042389817506,0.0005596237206268975,0.00026335233911854006,0.0015554247529188771,0.0016048033165036034,0.0016130330771010578,0.0016048033165036034,0.0016048033165036034,0.0016048033165036034,0.0015965735559061488,0.0015801140347112403,0.001571884274113786,0.0016048033165036034,0.0016130330771010578,0.0015307354711265142,0.0015307354711265142,0.0015554247529188771,0.0015801140347112403,0.0015883437953086946,0.0015801140347112403,0.0015471949923214227,0.0014484378651519704,0.0013908295409697895,0.0012838426532028827,0.001267383132007974,0.0013085319349952459,0.0013003021743977915,0.0016130330771010578,0.0015225057105290596,0.0011850855260334301,5.5962372062689764e-05,0.00012509236108130653,0.0007094053635005672,0.12340526015882837,0.00035387970569053816,5.0201539644471696e-05,0.0007439703580098756,0.0008896371205848182,0.2560278521868056,-0.0009711117504996164,7.406784537708939e-06,0.0009859253195750343,0.0009283169953928536,0.47485718647311753,0.002300218086988498,0.003806264276322649,0.8328517724623828,-9.87151553904055e-06,0.0004806180188913356,1
6,0.0005825014893991663,0.00030789364439670223,0.0002662863951539046,0.0003162150942452617,0.0004243939422765354,0.0004992869909135711,0.0005825014893991663,0.0005242513404592497,0.0005325727903078092,0.0005242513404592497,0.00044935829182221403,0.0005076084407621306,0.0005325727903078092,0.0005076084407621306,0.00048264409121645204,0.0005159298906106902,0.0005159298906106902,0.0004576797416707735,0.0003994295927308569,0.0004576797416707735,0.0005076084407621306,0.0004160724924279759,0.0002579649453053451,0.00018307189666830944,0.0001331431975769523,0.0005825014893991663,0.000432715392125095,0.0012981461763752848,0.0012981461763752848,0.0012898247265267255,0.001314789076072404,0.0012232531277382491,0.0009985739818271422,0.00086543078425019,0.0007489304863703567,0.000674037437733321,0.0006990017872789996,0.0007322875866732377,0.0007322875866732377,0.000723966136824678,0.0007156446869761186,0.0006906803374304401,0.0006823588875818805,0.0006490730881876424,0.0006407516383390829,0.0006157872887934045,0.0006074658389448449,0.0006074658389448449,0.0005908229392477258,0.0005492156900049282,0.00047432264136789256,0.001314789076072404,0.0008071806353102733,0.0010485026809184993,8.155020851588329e-05,3.994295927308569e-05,0.0006207801587025401,0.117582086360146,0.00038278669303373785,4.410368419736545e-05,0.0011117456997675516,0.0012765104067690301,0.25193189416513945,-0.0009819310821300232,6.990017872789996e-05,0.000570851459611183,0.002130291161231237,0.47390656887546456,0.0022259878344896714,0.004031742451627087,0.8354735647953757,-0.006657159878847615,1.4978609727407133e-05,1
7,0.0006707769812713352,0.00018446366984961718,0.000243156655710859,0.00028508021704031747,0.000352157915167451,0.00039408147649690943,0.00039408147649690943,0.0004443897500922595,0.00041085090102869283,0.0004360050378263679,0.0005030827359535013,0.0004946980236876097,0.0005114674482193931,0.0005701604340806349,0.0005282368727511764,0.0005282368727511764,0.0005366215850170681,0.0004779285991558263,0.00030184964157210087,0.00012577068398837533,5.8692985861241824e-05,0.0,0.0,6.707769812713352e-05,4.192356132945845e-05,0.0005701604340806349,0.0003270037783697759,0.0004611591746240429,0.000486313311421718,0.0005030827359535013,0.0005030827359535013,0.0004946980236876097,0.0005114674482193931,0.0005282368727511764,0.0005533910095488515,0.0005785451463465267,0.0006540075567395518,0.0007630088161961438,0.0008803947879186274,0.000972626622843436,0.0010732431700341363,0.001165475004958945,0.0012325527030860783,0.0012493221276178618,0.0011906291417566198,0.0010229348964387861,0.0008468559388550606,0.0007378546793984687,0.0005953145708783099,0.0004946980236876097,0.0005114674482193931,0.0012493221276178618,0.0007546241039302521,0.0002808878609073716,6.120839954100934e-05,0.0013532925597149188,0.0003798274656448936,0.11591864707595262,-0.00020542545051434642,6.707769812713352e-06,0.00153356387343159,0.0006732923949511027,0.24592361075860325,-0.0016853271654442298,1.676942453178338e-05,0.0016115416975043828,0.0015268561036188768,0.4624168814639267,-0.0008468559388550606,0.0035215791516745097,0.8439212895619986,0.0020961780664729224,0.0,1
8,0.0007483692649654349,8.3152140551715e-05,0.00012472821082757247,9.978256866205798e-05,9.978256866205798e-05,5.8206498386200485e-05,4.15760702758575e-05,9.978256866205798e-05,0.00011641299677240097,0.00012472821082757247,0.00017461949515860148,0.00021619556543445897,0.00026608684976548797,0.0002577716357103165,0.00032429334815168843,0.0003409237762620314,0.00029934770598617397,0.00028271727787583094,0.00024945642165514494,0.00024114120759997345,0.00020788035137928748,0.00015798906704825847,0.00016630428110343,0.00010809778271722948,9.978256866205798e-05,0.0003409237762620314,0.00017461949515860148,0.0004240759168137464,0.0004240759168137464,0.00039081506059306044,0.00035755420437237444,0.00031597813409651695,0.00027440206382065946,0.00029934770598617397,0.00030766292004134546,0.00039081506059306044,0.0005903801979171764,0.0008980431179585219,0.0011391843255584952,0.0012888581785515823,0.0013470646769377828,0.0013886407472136402,0.0014135863893791549,0.0013636951050481256,0.0012306516801653818,0.0010976082552826378,0.0010643473990619519,0.0010144561147309228,0.0009895104725654083,0.000981195258510237,0.0009728800444550654,0.0014135863893791549,0.0008315214055171499,0.00032429334815168843,3.1597813409651696e-05,0.0010843039127943633,-0.00035173355453375443,0.11919859348088344,-0.00016214667407584422,1.7461949515860148e-05,0.0012680701434136536,-0.0004806193723889127,0.24887435667128296,-0.0015632602423722418,4.240759168137465e-05,0.0008209126891212809,6.902592230622744e-05,0.4644047049813282,-0.00028271727787583094,0.002735705424151423,0.8414996623833557,0.004573367730344324,0.0,1
9,0.0008230325008179623,7.407292507361662e-05,4.938195004907774e-05,4.1151625040898114e-05,4.1151625040898114e-05,4.938195004907774e-05,3.29213000327185e-05,3.29213000327185e-05,4.938195004907774e-05,0.0001069942251063351,0.00012345487512269434,0.00023044910022902942,0.00027160072526992755,0.00025514007525356835,0.00022221877522084985,0.00023867942523720908,0.00027160072526992755,0.00022221877522084985,0.0001728368251717721,0.00016460650016359246,0.00014814585014723324,0.00014814585014723324,0.00014814585014723324,0.000131685200130874,0.000131685200130874,0.00027160072526992755,0.00013991552513905358,0.0009711783509651957,0.0009464873759406567,0.0009464873759406567,0.0009135660759079381,0.0009135660759079381,0.0009217964009161177,0.0008806447758752196,0.000938257050932477,0.0011193242011124287,0.0014073855763987158,0.0016625256516522838,0.00175305922674226,0.0017612895517504393,0.0018106715017995171,0.001835362476824056,0.001835362476824056,0.0017201379267095412,0.0015966830515868468,0.00153084045152141,0.001489688826480512,0.0014567675264477932,0.0013909249263823562,0.0013662339513578175,0.0013250823263169194,0.001835362476824056,0.001358003626349638,0.0005843530755807533,1.8929747518813133e-05,0.00043538419293270207,6.5842600065437e-05,0.12407214949830782,-0.00024690975024538867,1.3168520013087397e-05,0.0008345549558294138,7.4072925073616604e-06,0.2529590391264007,-0.0014320765514232543,6.584260006543698e-06,0.0015234331590140485,-7.242686007198069e-05,0.4674824604646026,-0.0006501956756461903,0.002510249127494785,0.8378470858326856,0.004938195004907774,0.0,1
