,id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Class
0,0.0019919940814625827,0.0019919940814625827,0.0019919940814625827,0.9999810288942166,0.001848221908633021,0.0005037075754031175,0.0005952835273161153,0.00033967682276508113,0.0014659801563352475,0.0008532208649424609,0.0011313470625844296,0.0009449422324234054,0.00048938314596332,0.00020761757513451917,0.0017312241282523976,0.001987049952152393,0.000893648384825744,0.0006125820039195364,0.0017097484400601494,0.001587613306943434,0.0017328217075057307,1
1,0.008031071527806903,0.0040155357639034515,0.008031071527806903,0.9998684052119594,0.0018380231541399992,0.0014433762992635678,0.0012325968114805118,0.0033864257913084617,0.0037539276244209054,0.0017851947656300853,0.003324923845548516,0.001191080187217514,0.0024770635466791224,0.003918303580916293,0.003671581032510538,0.0033941195578321005,0.0034700332614486956,0.0013922384513102572,0.0014318316339423454,0.0017605996090761765,0.0020569822882741265,2
2,0.014846947933622684,0.004948982644540895,0.014846947933622684,0.9996944941972608,0.0018471483842831544,0.0025605986713028144,0.00249920159261464,0.003062940205654293,0.0029969603690372737,0.003693054573922529,0.0009696442715796084,0.004036721826724738,0.0033621161044820797,0.003976076993398534,0.003187120078171113,0.0035555520401266047,0.0045766954251053055,0.0015607656055915066,0.0012404229079930188,0.001413607606656083,0.0018106248923664427,2
3,0.07099203457078188,0.01774800864269547,0.07099203457078188,0.9938884839909462,0.0018467690393156769,0.0035058173912175636,0.007486766721808729,0.013170016301364029,0.008711219586076931,9.805774775089247e-05,0.006959402392999675,0.0001777463065565951,0.008367529398711134,0.010611161659286125,0.013517930514786787,0.006438107883146424,0.016200719501216636,0.017357037760305533,0.015013413219037595,0.012413507432969135,0.008447821389810688,2
4,0.017979229793788947,0.003595845958757789,0.017979229793788947,0.9996451765346654,0.0018453845501885387,0.00022226643040273647,0.0022863719068786765,0.003037763474266663,0.0015875731824834816,0.0006901363314805475,0.001753140313808525,0.0012892330349772653,0.0019832636676311473,0.002674867104262868,0.0011231588893720367,0.002338101746841366,0.0018779701062668016,0.00015658111227410794,0.0013544113388257088,0.0010071892613561393,0.0004756692909623567,2
5,0.017537934391372512,0.002922989065228752,0.017537934391372512,0.9996622603082332,0.0018386361197445808,0.0008867764226090988,0.002377582689569589,0.0006512916545470748,0.0028388245180845555,0.0017823744262170582,0.0018935240084114466,0.0021569145530792094,0.0012888715673891615,0.00010517499254506096,0.001800175429624301,5.111430978365518e-05,0.0027251611652940703,0.0009625929129830022,0.0027888910958832527,0.00039571133666160325,0.0008617117913747622,2
6,0.02355520600253248,0.0033650294289332113,0.02355520600253248,0.9994137403931638,0.001846856021716846,0.0005168113147838494,0.0022021257337353274,0.0004722684202330605,0.002680737234441927,0.0013656635434382545,0.0022297896406705876,0.00016632330958388185,0.0019467334601970126,0.0008912448694001057,0.0032277934337330283,0.0023491505995442774,0.0015726767888767969,0.0021437862185259126,3.785994610492757e-05,0.0004957529606175854,0.0007194904023179256,2
7,0.01645614698771681,0.002057018373464601,0.01645614698771681,0.999710929503796,0.0018487061798022142,0.0019167749747985314,0.0018855617779995795,0.0008209683749599631,1.9428538537373158e-05,0.0017407661976730328,0.0014065336242790104,0.0008172657418877267,0.0018240980690004572,0.0010746439948123646,0.0014291628834054947,0.001823592042480585,0.0008468189248592927,0.0009896479956208071,0.0019059221458601321,5.436905262904287e-05,0.0001907678839551071,2
8,0.04701306714724544,0.005223674127471715,0.04701306714724544,0.9977217583470975,0.0018438107041219463,0.005161622102511479,0.0014995601317733052,0.0029441985537703727,0.002103615360525879,0.001989864632726055,0.0025031376288172985,0.00031428235387933576,0.0012355242993261199,0.0015173937552444938,0.0020468079043896243,0.0013317443767541489,0.0025512424438571854,0.00028042772185919154,0.004503987648233427,0.0021681120649777725,0.0025445874830187865,2
9,0.044354290861261865,0.004435429086126186,0.044354290861261865,0.997971544378392,0.0018359615970492986,0.0035717978179083845,0.0007251305595744257,0.0038229052001903323,0.004202990424867744,0.002424245863029473,0.0018901181861908992,0.00184992876324151,0.004194186098131783,0.0014432353994764276,0.002956333242488429,0.0016600480440644477,0.0004448336184766814,0.0009460326697798544,0.000988479726134082,3.23165363215154e-05,0.0018629999727583237,2
