,id,word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_%3B,char_freq_%28,char_freq_%5B,char_freq_%21,char_freq_%24,char_freq_%23,capital_run_length_average,capital_run_length_longest,capital_run_length_total,class
0,0.00351302479871743,0.0,0.002248335871179155,0.002248335871179155,0.0,0.0011241679355895775,0.0,0.0,0.0,0.0,0.0,0.0,0.002248335871179155,0.0,0.0,0.0,0.0011241679355895775,0.0,0.004531801990345485,0.006780137861524639,0.0,0.0033725038067687323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027331332934021606,0.0,0.0,0.013194921143982666,0.21429451272176323,0.9766208940434454,1
1,0.0019361592743359897,0.00020329672380527892,0.0002710622984070386,0.0004840398185839974,0.0,0.0001355311492035193,0.0002710622984070386,0.00020329672380527892,6.776557460175965e-05,0.0,0.0009099948589379152,0.00020329672380527892,0.000764782913362716,0.0006292517641591967,0.00020329672380527892,0.0001355311492035193,0.0001355311492035193,6.776557460175965e-05,0.0002710622984070386,0.0033592363409729424,0.0,0.0015392466230971119,0.0,0.0004162742439822378,0.0004162742439822378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.776557460175965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012778651210617532,0.0,0.0003601256250264941,0.00017425433469023908,4.646782258406376e-05,0.004950759264477126,0.09777604335396749,0.9951858670086987,1
2,0.0012984187971896157,2.5968375943792315e-05,0.0,0.00030729244866820906,0.0,0.0005323517068477425,8.223319048867567e-05,8.223319048867567e-05,5.193675188758463e-05,0.00027699601006711804,0.00010820156643246798,0.00016446638097735133,0.00019476281957844237,5.193675188758463e-05,0.0,0.0007574109650272758,2.5968375943792315e-05,2.5968375943792315e-05,0.00044579045370176805,0.0005886165213926258,0.00013849800503355902,0.00022073119552223469,0.0,0.0005020552682466514,2.5968375943792315e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5968375943792315e-05,0.0,0.0,5.193675188758463e-05,0.0,2.5968375943792315e-05,2.5968375943792315e-05,0.0,0.0,4.328062657298719e-06,6.189129599937168e-05,0.0,0.00011945452934144466,7.963635289429643e-05,4.328062657298719e-06,0.004250590335733072,0.20991103887898788,0.9777093542837806,1
3,0.020486834820266604,0.0,0.0,0.0,0.0,0.0032266764841919903,0.0,0.0015877296985706618,0.0032266764841919903,0.0015877296985706618,0.0032266764841919903,0.0015877296985706618,0.0015877296985706618,0.0015877296985706618,0.0,0.0,0.0015877296985706618,0.0,0.0,0.01628703368211195,0.0,0.0015877296985706618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007016740925941313,0.0,0.0007016740925941313,0.0,0.0,0.018115483689820744,0.20486834820266603,0.9782463626677304,1
4,0.025605521502396443,0.0,0.0,0.0,0.0,0.003226295709301952,0.0,0.0015875423331485794,0.003226295709301952,0.0015875423331485794,0.003226295709301952,0.0015875423331485794,0.0015875423331485794,0.0015875423331485794,0.0,0.0,0.0015875423331485794,0.0,0.0,0.016285111675524138,0.0,0.0015875423331485794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000691349080564704,0.0,0.000691349080564704,0.0,0.0,0.018113345910795244,0.20484417201917154,0.9781309213915441,1
5,0.10618396798070596,0.0,0.0,0.0,0.0,0.03274005679405101,0.0,0.0,0.03274005679405101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003946504143282905,0.0,0.0,0.0,0.0,0.05309198399035298,0.2654599199517649,0.9556557118263537,1
6,0.06227517200090752,0.0,0.0,0.0,0.0,0.017081190034534635,0.0,0.0,0.0,0.0,0.005693730011511545,0.008540595017267318,0.01138746002302309,0.0,0.0,0.0,0.008540595017267318,0.0,0.0028468650057557727,0.03425134460049914,0.0,0.005693730011511545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004804084697212866,0.0,0.0014590183154498334,0.0004804084697212866,0.0,0.014865973201930924,0.03558581257194716,0.9964027520145203,1
7,0.15691965505181657,0.0,0.0,0.0,0.0,0.03687611893717689,0.0,0.0,0.03687611893717689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040406811175842765,0.0,0.0,0.0,0.0,0.04805664435961883,0.2157645256962478,0.9611328871923766,1
8,0.006749062384067053,0.0001124843730677842,0.0,0.00034495207740787155,0.0,0.0004574364504756558,0.0,0.0002249687461355684,0.0,0.0006899041548157431,0.00056992082354344,0.00056992082354344,0.0006899041548157431,0.0,0.0,0.0,0.0,0.0,0.0001124843730677842,0.0009223718591558304,0.002647132246195188,0.0014997916409037893,0.0,0.0,0.0001124843730677842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001124843730677842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002249687461355684,0.0,0.0,0.0,0.0,0.0,0.0,0.00020322176734246348,0.0,0.00013573114350179293,0.00015222885155173464,1.649770804994168e-05,0.007306984874483262,0.33370364010109316,0.9426190463080316,1
9,0.013327910952352633,7.996746571411579e-05,0.00015993493142823158,0.0010262491433311528,0.0,0.00025323030809470005,0.00042649315047528426,0.0005064606161894001,0.0,7.996746571411579e-05,0.0,0.0,0.0008529863009505685,0.0003331977738088158,0.0,0.00015993493142823158,0.0,0.0,0.00015993493142823158,0.00222576112904289,7.996746571411579e-05,0.0009462816776170369,0.0,0.00025323030809470005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.996746571411579e-05,0.0,0.0,0.0,0.0,5.331164380941053e-05,3.9983732857057896e-05,0.0,0.00032520102723740423,0.00010795607871405633,0.0,0.0023043958036617703,0.05731001709511632,0.9982605303312122,1
