,id,class,attr1,attr2,attr3,attr4,attr5,attr6
0,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.7745966692414834,1
1,0.47140452079103173,0.23570226039551587,0.23570226039551587,0.23570226039551587,0.23570226039551587,0.23570226039551587,0.7071067811865476,2
2,0.5883484054145521,0.19611613513818404,0.19611613513818404,0.19611613513818404,0.19611613513818404,0.5883484054145521,0.3922322702763681,1
3,0.6488856845230502,0.16222142113076254,0.16222142113076254,0.16222142113076254,0.16222142113076254,0.48666426339228763,0.48666426339228763,2
4,0.8219949365267865,0.1643989873053573,0.1643989873053573,0.1643989873053573,0.3287979746107146,0.1643989873053573,0.3287979746107146,1
5,0.8660254037844387,0.14433756729740646,0.14433756729740646,0.14433756729740646,0.2886751345948129,0.14433756729740646,0.2886751345948129,2
6,0.8427009716003844,0.1203858530857692,0.1203858530857692,0.1203858530857692,0.2407717061715384,0.2407717061715384,0.3611575592573076,1
7,0.8386278693775346,0.10482848367219183,0.10482848367219183,0.10482848367219183,0.20965696734438366,0.20965696734438366,0.4193139346887673,1
8,0.9091372900969896,0.10101525445522107,0.10101525445522107,0.10101525445522107,0.20203050891044214,0.30304576336566325,0.10101525445522107,2
9,0.9578262852211513,0.09578262852211514,0.09578262852211514,0.19156525704423027,0.09578262852211514,0.09578262852211514,0.09578262852211514,2
10,0.9574271077563381,0.0,0.08703882797784893,0.17407765595569785,0.08703882797784893,0.08703882797784893,0.17407765595569785,1
11,0.9486832980505138,0.0,0.07905694150420949,0.15811388300841897,0.07905694150420949,0.07905694150420949,0.23717082451262844,1
12,0.9381941874331419,0.0,0.07216878364870323,0.14433756729740646,0.07216878364870323,0.07216878364870323,0.2886751345948129,2
13,0.9707253433941511,0.06933752452815364,0.06933752452815364,0.1386750490563073,0.06933752452815364,0.1386750490563073,0.06933752452815364,1
14,0.9602765994967198,0.0,0.06401843996644799,0.12803687993289598,0.06401843996644799,0.12803687993289598,0.19205531989934396,1
15,0.9648363026488435,0.0,0.060302268915552716,0.12060453783110543,0.060302268915552716,0.12060453783110543,0.18090680674665816,2
16,0.9578414886923188,0.0,0.0563436169819011,0.1126872339638022,0.0563436169819011,0.1126872339638022,0.2253744679276044,2
17,0.9719086448808699,0.0,0.05399492471560388,0.10798984943120776,0.05399492471560388,0.16198477414681164,0.10798984943120776,1
18,0.9596449173246002,0.0,0.050507627227610534,0.10101525445522107,0.050507627227610534,0.15152288168283162,0.20203050891044214,2
19,0.982946374365981,0.0,0.04914731871829905,0.0982946374365981,0.0982946374365981,0.04914731871829905,0.0982946374365981,2
20,0.9759527659143635,0.0,0.04647394123401731,0.09294788246803462,0.09294788246803462,0.09294788246803462,0.13942182370205192,2
21,0.9713237285143654,0.0,0.044151078568834795,0.08830215713766959,0.08830215713766959,0.08830215713766959,0.17660431427533918,1
22,0.9736676403347939,0.0,0.04233337566673017,0.08466675133346034,0.08466675133346034,0.08466675133346034,0.16933350266692068,2
23,0.9814329841314369,0.0,0.040893041005476534,0.08178608201095307,0.08178608201095307,0.12267912301642961,0.08178608201095307,2
24,0.9790755624849468,0.0,0.03916302249939787,0.07832604499879574,0.07832604499879574,0.1174890674981936,0.1174890674981936,1
25,0.9806085723261285,0.0,0.03771571432023571,0.07543142864047142,0.07543142864047142,0.11314714296070713,0.11314714296070713,2
26,0.9892034623538708,0.0,0.03663716527236558,0.10991149581709675,0.03663716527236558,0.03663716527236558,0.07327433054473116,1
27,0.9826073688810351,0.0,0.03509312031717982,0.10527936095153946,0.03509312031717982,0.03509312031717982,0.1403724812687193,1
28,0.9888917922321866,0.0,0.034099716973523674,0.10229915092057103,0.034099716973523674,0.06819943394704735,0.06819943394704735,1
29,0.9832102880166933,0.0,0.032773676267223106,0.09832102880166933,0.032773676267223106,0.06554735253444621,0.13109470506889243,1
30,0.9887464447697201,0.03189504660547484,0.03189504660547484,0.09568513981642451,0.03189504660547484,0.09568513981642451,0.03189504660547484,2
31,0.9884833011443447,0.0,0.03089010316076077,0.09267030948228232,0.03089010316076077,0.09267030948228232,0.06178020632152154,2
32,0.9869451975150557,0.0,0.02990743022772896,0.08972229068318688,0.02990743022772896,0.08972229068318688,0.08972229068318688,1
33,0.9847835588179369,0.0,0.028964222318174613,0.08689266695452384,0.028964222318174613,0.08689266695452384,0.11585688927269845,1
34,0.9856222548132667,0.0,0.02816063585180762,0.08448190755542286,0.02816063585180762,0.08448190755542286,0.11264254340723048,2
35,0.9927493796515207,0.0,0.027576371656986686,0.08272911497096005,0.05515274331397337,0.027576371656986686,0.05515274331397337,2
36,0.9927744718252215,0.026831742481762743,0.026831742481762743,0.08049522744528823,0.053663484963525486,0.053663484963525486,0.026831742481762743,2
37,0.9924682255455834,0.0,0.02611758488277851,0.07835275464833553,0.05223516976555702,0.05223516976555702,0.05223516976555702,2
38,0.9912407071619304,0.0,0.025416428388767447,0.07624928516630233,0.05083285677753489,0.05083285677753489,0.07624928516630233,2
39,0.9895413919905869,0.0,0.02473853479976467,0.07421560439929402,0.04947706959952934,0.04947706959952934,0.09895413919905868,1
40,0.9900378412534052,0.0,0.02414726442081476,0.07244179326244428,0.04829452884162952,0.04829452884162952,0.09658905768325904,2
41,0.9929882741949437,0.02364257795702247,0.02364257795702247,0.07092773387106742,0.04728515591404494,0.07092773387106742,0.02364257795702247,1
42,0.9927777575601618,0.0,0.02308785482698051,0.06926356448094152,0.04617570965396102,0.06926356448094152,0.04617570965396102,1
43,0.9900773528149011,0.0,0.022501758018520477,0.06750527405556143,0.045003516037040954,0.06750527405556143,0.09000703207408191,1
44,0.9905072696163268,0.0,0.022011272658140596,0.06603381797442179,0.04402254531628119,0.06603381797442179,0.08804509063256238,2
45,0.996240588195683,0.0,0.043314808182421,0.0216574040912105,0.0216574040912105,0.0216574040912105,0.0649722122736315,1
46,0.9963980072059784,0.0,0.0423999152002544,0.0211999576001272,0.0211999576001272,0.0211999576001272,0.0635998728003816,2
47,0.9974059619080592,0.020779290873084565,0.04155858174616913,0.020779290873084565,0.020779290873084565,0.04155858174616913,0.020779290873084565,1
48,0.9975103695813371,0.02035735448125178,0.04071470896250356,0.02035735448125178,0.02035735448125178,0.04071470896250356,0.02035735448125178,2
49,0.9972117053875635,0.0,0.03988846821550254,0.01994423410775127,0.01994423410775127,0.03988846821550254,0.03988846821550254,2
50,0.9963674480848185,0.0,0.03907323325822818,0.01953661662911409,0.01953661662911409,0.03907323325822818,0.05860984988734227,1
51,0.9952267030562385,0.0,0.038277950117547636,0.019138975058773818,0.019138975058773818,0.038277950117547636,0.07655590023509527,1
52,0.9954039000135861,0.0,0.0375624113212674,0.0187812056606337,0.0187812056606337,0.0375624113212674,0.0751248226425348,2
53,0.994726509127327,0.0,0.036841722560271364,0.018420861280135682,0.018420861280135682,0.055262583840407054,0.07368344512054273,1
54,0.9976939517980581,0.0,0.03627978006538393,0.018139890032691966,0.03627978006538393,0.018139890032691966,0.03627978006538393,2
55,0.9969843594536705,0.0,0.03560658426620252,0.01780329213310126,0.03560658426620252,0.01780329213310126,0.05340987639930378,1
56,0.9960226245935833,0.0,0.03494816226644152,0.01747408113322076,0.03494816226644152,0.01747408113322076,0.06989632453288304,2
57,0.9967460348571968,0.0,0.034370552926110236,0.017185276463055118,0.034370552926110236,0.034370552926110236,0.05155582938916535,1
58,0.9958603776322722,0.0,0.033757978902788886,0.016878989451394443,0.033757978902788886,0.033757978902788886,0.06751595780557777,2
59,0.9969583781334784,0.0,0.033231945937782614,0.016615972968891307,0.033231945937782614,0.04984791890667392,0.033231945937782614,2
60,0.9954624081928792,0.0,0.03263811174402883,0.016319055872014415,0.03263811174402883,0.04895716761604324,0.06527622348805766,1
61,0.9980545990265207,0.0160976548230084,0.0321953096460168,0.0321953096460168,0.0160976548230084,0.0160976548230084,0.0321953096460168,1
62,0.9981156945760528,0.015843106263111948,0.031686212526223896,0.031686212526223896,0.015843106263111948,0.015843106263111948,0.031686212526223896,2
63,0.9975674982216793,0.01558699215971374,0.03117398431942748,0.03117398431942748,0.01558699215971374,0.01558699215971374,0.04676097647914122,1
64,0.9972891693898502,0.015342910298305389,0.030685820596610777,0.030685820596610777,0.015342910298305389,0.030685820596610777,0.046028730894916166,2
65,0.9977121910088859,0.015116851378922512,0.030233702757845024,0.030233702757845024,0.015116851378922512,0.045350554136767536,0.015116851378922512,1
66,0.9977797485929203,0.014892235053625675,0.02978447010725135,0.02978447010725135,0.014892235053625675,0.04467670516087703,0.014892235053625675,2
67,0.9975222154219839,0.014669444344440941,0.029338888688881883,0.029338888688881883,0.014669444344440941,0.04400833303332282,0.029338888688881883,2
68,0.9970723483808068,0.014450323889576911,0.028900647779153823,0.028900647779153823,0.014450323889576911,0.04335097166873073,0.04335097166873073,2
69,0.9964475909040272,0.014234965584343246,0.028469931168686492,0.028469931168686492,0.014234965584343246,0.04270489675302974,0.056939862337372985,2
70,0.9985155120718462,0.0140635987615753,0.0281271975231506,0.0281271975231506,0.0281271975231506,0.0140635987615753,0.0140635987615753,1
71,0.9977889903253688,0.013858180421185678,0.027716360842371356,0.027716360842371356,0.027716360842371356,0.013858180421185678,0.04157454126355704,2
72,0.9971970420436329,0.013660233452652507,0.027320466905305013,0.027320466905305013,0.027320466905305013,0.013660233452652507,0.054640933810610026,1
73,0.997271978185686,0.013476648353860622,0.026953296707721244,0.026953296707721244,0.026953296707721244,0.013476648353860622,0.05390659341544249,2
74,0.9981385437921998,0.013308513917229332,0.026617027834458663,0.026617027834458663,0.026617027834458663,0.026617027834458663,0.026617027834458663,1
75,0.9967266687952028,0.013114824589410563,0.026229649178821125,0.026229649178821125,0.026229649178821125,0.03934447376823169,0.05245929835764225,1
76,0.9985694442963936,0.012968434341511606,0.025936868683023213,0.038905303024534814,0.012968434341511606,0.012968434341511606,0.012968434341511606,1
77,0.9983603858458189,0.012799492126228447,0.025598984252456894,0.03839847637868534,0.012799492126228447,0.025598984252456894,0.012799492126228447,1
78,0.9978438785055963,0.0,0.02526187034191383,0.03789280551287075,0.012630935170956915,0.02526187034191383,0.03789280551287075,1
79,0.9980525784828885,0.012475657231036106,0.024951314462072213,0.03742697169310832,0.012475657231036106,0.03742697169310832,0.012475657231036106,2
80,0.9975702317928901,0.0,0.024631363747972593,0.03694704562195889,0.012315681873986297,0.03694704562195889,0.03694704562195889,1
81,0.9971124953607563,0.0,0.024319816960018448,0.03647972544002767,0.012159908480009224,0.03647972544002767,0.048639633920036895,2
82,0.9980460957560549,0.0,0.024049303512194094,0.03607395526829114,0.024049303512194094,0.012024651756097047,0.03607395526829114,2
83,0.9983741550763968,0.011885406608052342,0.023770813216104685,0.03565621982415703,0.023770813216104685,0.023770813216104685,0.011885406608052342,1
84,0.9984120946867466,0.011746024643373489,0.023492049286746978,0.03523807393012047,0.023492049286746978,0.023492049286746978,0.011746024643373489,2
85,0.9983141698791173,0.0,0.023216608601839935,0.03482491290275991,0.023216608601839935,0.023216608601839935,0.023216608601839935,1
86,0.9976959253148201,0.0,0.02293553851298437,0.03440330776947655,0.02293553851298437,0.03440330776947655,0.03440330776947655,2
87,0.9990972981589183,0.011353378388169527,0.03406013516450858,0.011353378388169527,0.011353378388169527,0.011353378388169527,0.011353378388169527,1
88,0.9991174429346671,0.01122603868465918,0.03367811605397754,0.01122603868465918,0.01122603868465918,0.01122603868465918,0.01122603868465918,2
89,0.9989522662064116,0.011099469624515685,0.033298408873547056,0.011099469624515685,0.011099469624515685,0.02219893924903137,0.011099469624515685,1
