,id,bkblk_%,bkblk_f,bkblk_t,bknwy_f,bknwy_t,bkon8_f,bkon8_t,bkona_f,bkona_t,bkspr_f,bkspr_t,bkxbq_f,bkxbq_t,bkxcr_f,bkxcr_t,bkxwp_f,bkxwp_t,blxwp_f,blxwp_t,bxqsq_f,bxqsq_t,cntxt_f,cntxt_t,dsopp_f,dsopp_t,dwipd_g,dwipd_l,hdchk_f,hdchk_t,katri_b,katri_n,katri_w,mulch_f,mulch_t,qxmsq_f,qxmsq_t,r2ar8_f,r2ar8_t,reskd_f,reskd_t,reskr_f,reskr_t,rimmx_f,rimmx_t,rkxwp_f,rkxwp_t,rxmsq_f,rxmsq_t,simpl_f,simpl_t,skach_f,skach_t,skewr_f,skewr_t,skrxp_f,skrxp_t,spcop_f,spcop_t,stlmt_f,stlmt_t,thrsk_f,thrsk_t,wkcti_f,wkcti_t,wkna8_f,wkna8_t,wknck_f,wknck_t,wkovl_f,wkovl_t,wkpos_f,wkpos_t,wtoeg_n,wtoeg_t,class
0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.0,0.1643989873053573,0.1643989873053573,0.0,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.0,0.1643989873053573,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.0,0.1643989873053573,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.1643989873053573,0.0,0.0,0.1643989873053573,0.0,0.1643989873053573,0.1643989873053573,0.0,won
1,0.31622776601683794,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.15811388300841897,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.15811388300841897,0.15811388300841897,0.0,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.15811388300841897,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.15811388300841897,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.15811388300841897,0.0,0.0,0.15811388300841897,0.0,0.15811388300841897,0.15811388300841897,0.0,won
2,0.4472135954999579,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.14907119849998599,0.0,0.0,0.14907119849998599,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.14907119849998599,0.14907119849998599,0.0,won
3,0.5547001962252291,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.1386750490563073,0.0,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.1386750490563073,0.0,0.0,0.1386750490563073,0.0,0.1386750490563073,0.1386750490563073,0.0,won
4,0.6401843996644799,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.0,0.12803687993289598,0.12803687993289598,0.0,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.0,0.12803687993289598,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.0,0.12803687993289598,0.12803687993289598,0.0,0.0,0.12803687993289598,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.12803687993289598,0.0,0.0,0.12803687993289598,0.0,0.12803687993289598,0.12803687993289598,0.0,won
5,0.7071067811865476,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.0,0.11785113019775793,0.11785113019775793,0.0,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.0,0.11785113019775793,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.0,0.11785113019775793,0.11785113019775793,0.0,0.0,0.11785113019775793,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.0,0.11785113019775793,0.11785113019775793,0.0,0.11785113019775793,0.0,0.11785113019775793,0.0,0.0,0.11785113019775793,0.0,0.11785113019775793,0.11785113019775793,0.0,won
6,0.7592566023652966,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.0,0.10846522890932808,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.10846522890932808,0.0,0.0,0.10846522890932808,0.0,0.10846522890932808,0.10846522890932808,0.0,won
7,0.8,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,won
8,0.8320502943378436,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.0,0.09245003270420485,0.09245003270420485,0.0,0.0,0.09245003270420485,0.09245003270420485,0.0,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.0,0.09245003270420485,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.0,0.09245003270420485,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.09245003270420485,0.0,0.0,0.09245003270420485,0.09245003270420485,0.0,0.09245003270420485,0.0,0.0,0.09245003270420485,0.0,0.09245003270420485,0.09245003270420485,0.0,won
9,0.8574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.0,0.08574929257125441,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.08574929257125441,0.0,0.0,0.08574929257125441,0.0,0.08574929257125441,0.08574929257125441,0.0,won
