,id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status_0<=X<200,checking_status_<0,checking_status_>=200,checking_status_no checking,credit_history_all paid,credit_history_critical/other existing credit,credit_history_delayed previously,credit_history_existing paid,credit_history_no credits/all paid,purpose_business,purpose_domestic appliance,purpose_education,purpose_furniture/equipment,purpose_new car,purpose_other,purpose_radio/tv,purpose_repairs,purpose_retraining,purpose_used car,savings_status_100<=X<500,savings_status_500<=X<1000,savings_status_<100,savings_status_>=1000,savings_status_no known savings,employment_1<=X<4,employment_4<=X<7,employment_<1,employment_>=7,employment_unemployed,personal_status_female div/dep/mar,personal_status_male div/sep,personal_status_male mar/wid,personal_status_male single,other_parties_co applicant,other_parties_guarantor,other_parties_none,property_magnitude_car,property_magnitude_life insurance,property_magnitude_no known property,property_magnitude_real estate,other_payment_plans_bank,other_payment_plans_none,other_payment_plans_stores,housing_for free,housing_own,housing_rent,job_high qualif/self emp/mgmt,job_skilled,job_unemp/unskilled non res,job_unskilled resident,own_telephone_none,own_telephone_yes,foreign_worker_no,foreign_worker_yes,class
0,0.0008540033509910392,0.005124020105946235,0.9983299173085248,0.0034160134039641567,0.0034160134039641567,0.05721822451639962,0.0017080067019820783,0.0008540033509910392,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0008540033509910392,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0008540033509910392,0.0,0.0,0.0,0.0008540033509910392,0.0,0.0008540033509910392,good
1,0.0003360646138969052,0.008065550733525724,0.9999602586502414,0.0003360646138969052,0.0003360646138969052,0.0036967107528659573,0.0001680323069484526,0.0001680323069484526,0.0001680323069484526,0.0,0.0,0.0,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0,0.0001680323069484526,0.0,0.0001680323069484526,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0001680323069484526,0.0,0.0,0.0001680323069484526,bad
2,0.0014308768027121311,0.0057235072108485245,0.9997059261615423,0.0009539178684747541,0.0014308768027121311,0.023370987777631476,0.00047695893423737706,0.0009539178684747541,0.0,0.0,0.0,0.00047695893423737706,0.0,0.00047695893423737706,0.0,0.0,0.0,0.0,0.0,0.00047695893423737706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047695893423737706,0.0,0.0,0.0,0.00047695893423737706,0.0,0.0,0.0,0.0,0.0,0.0,0.00047695893423737706,0.0,0.0,0.00047695893423737706,0.0,0.0,0.0,0.00047695893423737706,0.0,0.00047695893423737706,0.0,0.0,0.00047695893423737706,0.0,0.0,0.0,0.0,0.00047695893423737706,0.00047695893423737706,0.0,0.0,0.00047695893423737706,good
3,0.0005074697144467865,0.005328432001691258,0.9999690723173928,0.00025373485722339327,0.0005074697144467865,0.005709034287526348,0.00012686742861169663,0.00025373485722339327,0.0,0.00012686742861169663,0.0,0.0,0.0,0.0,0.0,0.00012686742861169663,0.0,0.0,0.0,0.0,0.00012686742861169663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012686742861169663,0.0,0.0,0.0,0.00012686742861169663,0.0,0.0,0.0,0.0,0.0,0.0,0.00012686742861169663,0.0,0.00012686742861169663,0.0,0.0,0.00012686742861169663,0.0,0.0,0.0,0.00012686742861169663,0.0,0.00012686742861169663,0.0,0.0,0.0,0.00012686742861169663,0.0,0.0,0.00012686742861169663,0.0,0.0,0.00012686742861169663,good
4,0.0010266192489979413,0.004927772395190118,0.9999271485239948,0.0006159715493987648,0.000821295399198353,0.010882164039378178,0.0004106476995991765,0.0004106476995991765,0.0,0.00020532384979958824,0.0,0.0,0.0,0.0,0.00020532384979958824,0.0,0.0,0.0,0.0,0.0,0.0,0.00020532384979958824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,0.0,0.00020532384979958824,0.0,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,0.0,0.0,0.00020532384979958824,bad
5,0.0006626068531367196,0.0039756411188203175,0.9999841758588326,0.0002208689510455732,0.0004417379020911464,0.003865206643297531,0.0001104344755227866,0.0002208689510455732,0.0,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001104344755227866,0.0001104344755227866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0001104344755227866,0.0,0.0,0.0001104344755227866,0.0,0.0001104344755227866,0.0,0.0,0.0,0.0,0.0,0.0001104344755227866,0.0,0.0001104344755227866,0.0,0.0001104344755227866,good
6,0.0024686023473249083,0.008463779476542543,0.9997839506665878,0.0010579724345678178,0.0014106299127570904,0.018690846344031446,0.0003526574781892726,0.0003526574781892726,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0003526574781892726,0.0,0.0003526574781892726,0.0,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0003526574781892726,0.0,0.0,0.0003526574781892726,good
7,0.0011513793771075148,0.005181207196983817,0.9999729890178766,0.0002878448442768787,0.0002878448442768787,0.0050372847748453775,0.00014392242213843935,0.00014392242213843935,0.00014392242213843935,0.0,0.0,0.0,0.0,0.0,0.0,0.00014392242213843935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014392242213843935,0.0,0.0,0.00014392242213843935,0.0,0.0,0.00014392242213843935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014392242213843935,0.0,0.0,0.00014392242213843935,0.00014392242213843935,0.0,0.0,0.0,0.0,0.00014392242213843935,0.0,0.0,0.0,0.00014392242213843935,0.00014392242213843935,0.0,0.0,0.0,0.0,0.00014392242213843935,0.0,0.00014392242213843935,good
8,0.0029415123089596026,0.0039220164119461364,0.9997873503452693,0.0006536694019910228,0.0013073388039820456,0.019936916760726193,0.0003268347009955114,0.0003268347009955114,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0003268347009955114,0.0,0.0003268347009955114,0.0,0.0,0.0003268347009955114,0.0,0.0,0.0,0.0,0.0003268347009955114,0.0003268347009955114,0.0,0.0,0.0003268347009955114,good
9,0.0019105211064559425,0.005731563319367827,0.9999667471190402,0.0007642084425823769,0.00038210422129118847,0.005349459098076639,0.00038210422129118847,0.00019105211064559424,0.00019105211064559424,0.0,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.0,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.00019105211064559424,0.0,0.0,0.0,0.00019105211064559424,0.00019105211064559424,0.0,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.00019105211064559424,0.0,0.00019105211064559424,0.0,0.0,0.0,0.00019105211064559424,0.0,0.0,0.00019105211064559424,bad
