,id,Wifes_age,Wifes_education,Husbands_education,Number_of_children_ever_born,Wifes_religion,Wifes_now_working?,Husbands_occupation,Standard-of-living_index,Media_exposure,binaryClass
0,0.04035671561356309,0.9685611747255141,0.08071343122712618,0.12107014684068926,0.12107014684068926,0.04035671561356309,0.04035671561356309,0.08071343122712618,0.12107014684068926,0.0,P
1,0.042973504259354006,0.9669038458354651,0.021486752129677003,0.06446025638903101,0.21486752129677,0.021486752129677003,0.021486752129677003,0.06446025638903101,0.08594700851870801,0.0,P
2,0.06798894136490048,0.9745081595635736,0.045325960909933655,0.06798894136490048,0.1586408631847678,0.022662980454966827,0.022662980454966827,0.06798894136490048,0.09065192181986731,0.0,P
3,0.09191153177186459,0.9650710836045783,0.06893364882889845,0.045955765885932295,0.20680094648669534,0.022977882942966148,0.022977882942966148,0.06893364882889845,0.06893364882889845,0.0,P
4,0.13277976293203617,0.9560142931106604,0.07966785775922171,0.07966785775922171,0.21244762069125786,0.026555952586407233,0.026555952586407233,0.07966785775922171,0.053111905172814465,0.0,P
5,0.28315750690980523,0.8966654385477165,0.1887716712732035,0.1887716712732035,0.0,0.04719291781830087,0.04719291781830087,0.14157875345490262,0.14157875345490262,0.0,P
6,0.1774000482962646,0.9630288336082936,0.05068572808464703,0.07602859212697055,0.1520571842539411,0.025342864042323516,0.025342864042323516,0.07602859212697055,0.05068572808464703,0.0,P
7,0.3449044908473815,0.9053742884743764,0.12933918406776806,0.12933918406776806,0.04311306135592269,0.04311306135592269,0.0,0.12933918406776806,0.08622612271184538,0.0,P
8,0.3070760372707232,0.9212281118121696,0.06823911939349404,0.10235867909024106,0.10235867909024106,0.03411955969674702,0.03411955969674702,0.10235867909024106,0.1364782387869881,0.0,P
9,0.21310387296367062,0.9589674283365178,0.021310387296367063,0.021310387296367063,0.1704830983709365,0.021310387296367063,0.021310387296367063,0.042620774592734126,0.042620774592734126,0.021310387296367063,P
10,0.2750859778041954,0.9502970142326751,0.025007816164017767,0.0750234484920533,0.050015632328035534,0.025007816164017767,0.0,0.0750234484920533,0.0750234484920533,0.025007816164017767,P
11,0.27153769332085226,0.9503819266229828,0.02262814111007102,0.09051256444028408,0.09051256444028408,0.02262814111007102,0.02262814111007102,0.02262814111007102,0.06788442333021306,0.0,P
12,0.2799748199650662,0.9476070829586856,0.0861460984507896,0.0861460984507896,0.0215365246126974,0.0215365246126974,0.0,0.0215365246126974,0.0861460984507896,0.0,P
13,0.31304951684997057,0.9391485505499116,0.044721359549995794,0.08944271909999159,0.022360679774997897,0.022360679774997897,0.0,0.06708203932499368,0.06708203932499368,0.0,P
14,0.36242035177889453,0.9181315578398662,0.0724840703557789,0.09664542714103855,0.048322713570519274,0.024161356785259637,0.024161356785259637,0.048322713570519274,0.0724840703557789,0.0,P
15,0.513464435044544,0.834379706947384,0.064183054380568,0.128366108761136,0.0,0.032091527190284,0.032091527190284,0.128366108761136,0.032091527190284,0.0,P
16,0.3292447425930007,0.9296322143802372,0.019367337799588276,0.019367337799588276,0.13557136459711794,0.019367337799588276,0.019367337799588276,0.03873467559917655,0.0774693511983531,0.0,P
17,0.4117581097845098,0.8921425711997711,0.04575090108716775,0.04575090108716775,0.13725270326150324,0.022875450543583874,0.022875450543583874,0.04575090108716775,0.0915018021743355,0.0,P
18,0.44573438440615876,0.8680090643698881,0.046919408884858814,0.046919408884858814,0.18767763553943526,0.023459704442429407,0.023459704442429407,0.046919408884858814,0.07037911332728822,0.0,P
19,0.4518692389245682,0.881145015902908,0.04518692389245682,0.02259346194622841,0.11296730973114205,0.02259346194622841,0.02259346194622841,0.04518692389245682,0.02259346194622841,0.02259346194622841,P
20,0.6163156344279367,0.763057452148874,0.08804509063256238,0.11739345417674985,0.02934836354418746,0.02934836354418746,0.0,0.11739345417674985,0.02934836354418746,0.0,P
21,0.6645343026631947,0.7249465119962124,0.09061831399952655,0.1208244186660354,0.0,0.03020610466650885,0.0,0.09061831399952655,0.03020610466650885,0.0,P
22,0.4429634490685236,0.8859268981370472,0.07703712157713453,0.07703712157713453,0.019259280394283634,0.0,0.019259280394283634,0.019259280394283634,0.07703712157713453,0.0,P
23,0.5177177248505951,0.8412913028822171,0.08628628747509919,0.08628628747509919,0.021571571868774796,0.021571571868774796,0.021571571868774796,0.021571571868774796,0.08628628747509919,0.0,P
24,0.4560555764947003,0.8756267068698246,0.07296889223915205,0.07296889223915205,0.09121111529894006,0.018242223059788013,0.018242223059788013,0.018242223059788013,0.07296889223915205,0.0,P
25,0.5329480400990121,0.8199200616907878,0.040996003084539386,0.08199200616907877,0.16398401233815754,0.020498001542269693,0.020498001542269693,0.06149400462680908,0.06149400462680908,0.0,P
26,0.5725275275339804,0.8057794831959725,0.08481889296799709,0.08481889296799709,0.021204723241999273,0.021204723241999273,0.0,0.021204723241999273,0.08481889296799709,0.0,P
27,0.6841488883953093,0.7085827772665704,0.09773555548504419,0.09773555548504419,0.0,0.024433888871261047,0.0,0.024433888871261047,0.09773555548504419,0.0,P
28,0.7594850612744399,0.6285393610547089,0.10475656017578482,0.10475656017578482,0.0,0.026189140043946204,0.0,0.05237828008789241,0.05237828008789241,0.0,P
29,0.5629399687806012,0.8068806219188617,0.018764665626020038,0.037529331252040075,0.1501173250081603,0.018764665626020038,0.018764665626020038,0.037529331252040075,0.07505866250408015,0.0,P
30,0.698439159041966,0.698439159041966,0.06759088635889994,0.09012118181186658,0.04506059090593329,0.022530295452966646,0.022530295452966646,0.022530295452966646,0.09012118181186658,0.0,P
31,0.709187531484698,0.6870254211258012,0.08864844143558726,0.08864844143558726,0.04432422071779363,0.022162110358896814,0.022162110358896814,0.06648633107669044,0.04432422071779363,0.0,P
32,0.7797693255091694,0.6143637110072244,0.047258747000555726,0.09451749400111145,0.0,0.023629373500277863,0.0,0.023629373500277863,0.047258747000555726,0.0,P
33,0.7137755528773818,0.6927821542633412,0.04198679722808128,0.04198679722808128,0.04198679722808128,0.02099339861404064,0.02099339861404064,0.06298019584212193,0.02099339861404064,0.0,P
34,0.8170525881974238,0.5602646319068049,0.04668871932556707,0.07003307898835061,0.023344359662783535,0.023344359662783535,0.023344359662783535,0.07003307898835061,0.07003307898835061,0.0,P
35,0.6397031202805106,0.746320306993929,0.017769531118903073,0.05330859335670922,0.15992578007012764,0.017769531118903073,0.017769531118903073,0.05330859335670922,0.035539062237806146,0.017769531118903073,P
36,0.6442825937760648,0.7487608522262376,0.017413043075028778,0.034826086150057556,0.13930434460023022,0.017413043075028778,0.0,0.05223912922508634,0.017413043075028778,0.0,P
