,id,top-left-square_b,top-left-square_o,top-left-square_x,top-middle-square_b,top-middle-square_o,top-middle-square_x,top-right-square_b,top-right-square_o,top-right-square_x,middle-left-square_b,middle-left-square_o,middle-left-square_x,middle-middle-square_b,middle-middle-square_o,middle-middle-square_x,middle-right-square_b,middle-right-square_o,middle-right-square_x,bottom-left-square_b,bottom-left-square_o,bottom-left-square_x,bottom-middle-square_b,bottom-middle-square_o,bottom-middle-square_x,bottom-right-square_b,bottom-right-square_o,bottom-right-square_x,Class
0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,0.0,0.0,0.31622776601683794,0.0,0.31622776601683794,0.0,0.0,0.31622776601683794,0.0,positive
1,0.5547001962252291,0.0,0.0,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.0,0.2773500981126146,0.0,0.0,0.0,0.2773500981126146,0.0,0.2773500981126146,0.0,positive
2,0.7071067811865476,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.23570226039551587,positive
3,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,positive
4,0.8574929257125441,0.0,0.0,0.17149858514250882,0.0,0.0,0.17149858514250882,0.0,0.0,0.17149858514250882,0.0,0.0,0.17149858514250882,0.0,0.17149858514250882,0.0,0.0,0.17149858514250882,0.0,0.17149858514250882,0.0,0.0,0.0,0.17149858514250882,0.0,0.17149858514250882,0.0,0.0,positive
5,0.8944271909999159,0.0,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.14907119849998599,0.0,0.0,0.14907119849998599,0.0,0.0,0.0,0.14907119849998599,0.0,positive
6,0.9191450300180578,0.0,0.0,0.13130643285972254,0.0,0.0,0.13130643285972254,0.0,0.0,0.13130643285972254,0.0,0.0,0.13130643285972254,0.0,0.13130643285972254,0.0,0.13130643285972254,0.0,0.0,0.0,0.13130643285972254,0.0,0.0,0.13130643285972254,0.0,0.13130643285972254,0.0,0.0,positive
7,0.9363291775690445,0.0,0.0,0.11704114719613057,0.0,0.0,0.11704114719613057,0.0,0.0,0.11704114719613057,0.0,0.0,0.11704114719613057,0.0,0.11704114719613057,0.0,0.11704114719613057,0.0,0.0,0.0,0.11704114719613057,0.0,0.11704114719613057,0.0,0.0,0.0,0.11704114719613057,0.0,positive
8,0.9486832980505138,0.0,0.0,0.10540925533894598,0.0,0.0,0.10540925533894598,0.0,0.0,0.10540925533894598,0.0,0.0,0.10540925533894598,0.0,0.10540925533894598,0.0,0.10540925533894598,0.0,0.0,0.10540925533894598,0.0,0.0,0.0,0.10540925533894598,0.0,0.0,0.10540925533894598,0.0,positive
9,0.9578262852211513,0.0,0.0,0.09578262852211514,0.0,0.0,0.09578262852211514,0.0,0.0,0.09578262852211514,0.0,0.0,0.09578262852211514,0.09578262852211514,0.0,0.0,0.0,0.09578262852211514,0.0,0.0,0.09578262852211514,0.0,0.0,0.09578262852211514,0.0,0.09578262852211514,0.0,0.0,positive
10,0.9647638212377322,0.0,0.0,0.08770580193070293,0.0,0.0,0.08770580193070293,0.0,0.0,0.08770580193070293,0.0,0.0,0.08770580193070293,0.08770580193070293,0.0,0.0,0.0,0.08770580193070293,0.0,0.0,0.08770580193070293,0.0,0.08770580193070293,0.0,0.0,0.0,0.08770580193070293,0.0,positive
11,0.970142500145332,0.0,0.0,0.08084520834544433,0.0,0.0,0.08084520834544433,0.0,0.0,0.08084520834544433,0.0,0.0,0.08084520834544433,0.08084520834544433,0.0,0.0,0.0,0.08084520834544433,0.0,0.08084520834544433,0.0,0.0,0.0,0.08084520834544433,0.0,0.0,0.08084520834544433,0.0,positive
12,0.9743911956946198,0.0,0.0,0.07495316889958614,0.0,0.0,0.07495316889958614,0.0,0.0,0.07495316889958614,0.0,0.07495316889958614,0.0,0.0,0.0,0.07495316889958614,0.0,0.07495316889958614,0.0,0.0,0.0,0.07495316889958614,0.0,0.07495316889958614,0.0,0.0,0.07495316889958614,0.0,positive
