,id,COMPACTNESS,CIRCULARITY,DISTANCE,RADIUS,PR.AXIS,MAX.LENGTH,SCATTER,ELONGATEDNESS,PR.AXIS.1,MAX.LENGTH.1,SCALED,SCALED.1,SCALED.2,SKEWNESS,SKEWNESS.1,KURTOSIS,KURTOSIS.1,HOLLOWS,binaryClass
0,0.0015884646459455377,0.15090414136482608,0.07624630300538582,0.13184256561347962,0.28274670697830573,0.11436945450807871,0.01588464645945538,0.2573312726431771,0.06671551512971259,0.03176929291891076,0.25256587870534053,0.27956977768641467,0.6020281008133588,0.29227749485397897,0.11119252521618764,0.009530787875673227,0.025415434335128603,0.29704288879181556,0.3129275352512709,N
1,0.003487815671412966,0.15869561304928995,0.0715002212639658,0.14648825819934458,0.2458910048346141,0.09940274663526953,0.015695170521358347,0.25984226752026596,0.07847585260679173,0.03313424887842318,0.24937882050602705,0.2964643320701021,0.5754895857831394,0.2755374380416243,0.12556136417086677,0.015695170521358347,0.024414709699890763,0.3295985809485253,0.3470376593055901,N
2,0.0035287182992840265,0.12232890104184625,0.05881197165473378,0.12468137990803561,0.2458340415167872,0.07763180258424858,0.011762394330946755,0.24348156265059784,0.037639661859029616,0.02705350696117754,0.18584583042895875,0.2623013935801126,0.746912040015119,0.25877267528082865,0.08586547861591132,0.016467352063325457,0.01058615489785208,0.221133013421799,0.2305429288865564,N
3,0.007140261983517488,0.1660110911167816,0.07318768533105426,0.1463753706621085,0.2838254138448202,0.11245912624040044,0.016065589462914347,0.25704943140662956,0.08211301281045112,0.03391624442170807,0.2552643659107502,0.28561047934069955,0.551585238226726,0.22670331797668025,0.11245912624040044,0.010710392975276232,0.017850654958793722,0.35522803367999506,0.36950855764703,N
4,0.0079453510347259,0.1350709675903403,0.06991908910558792,0.1112349144861626,0.3257593924237619,0.16367423131535355,0.08263165076114937,0.23677146083483183,0.0715081593125331,0.030192333931958422,0.22882610980010593,0.38296591987378836,0.5164478172571835,0.29874519890569384,0.20181191628203787,0.01430163186250662,0.01747977227639698,0.2860326372501324,0.29079984787096796,P
5,0.005281350474551111,0.09418408346282814,0.05017282950823555,0.0933038583837363,0.1513987136037985,0.04401125395459259,0.005281350474551111,0.2244573951684222,0.022885852056388146,0.02464630221457185,0.14875803836652296,0.2464630221457185,0.8423754006909021,0.23237942088024888,0.07481913172280741,0.004401125395459259,0.007922025711826666,0.15932073931562518,0.16108118947380887,P
6,0.011448795629019116,0.1586475965735506,0.0703283160068317,0.1193945829883422,0.2829488062600439,0.10631024512660607,0.009813253396302098,0.2502379616057035,0.06869277377411469,0.031075302421623312,0.23388253927853336,0.2878554329581949,0.5904307460108429,0.2813132640273268,0.10794578735932309,0.021262049025321215,0.0016355422327170165,0.3271084465434033,0.3336506154742714,P
7,0.014588972888828764,0.1641259449993236,0.0784157292774546,0.12035902633283731,0.2863085929432645,0.11853540472173371,0.01641259449993236,0.24983616072119258,0.08753383733297258,0.03282518899986472,0.26624875522112496,0.2954267009987825,0.5124376727201103,0.29907394422098965,0.12218264794394089,0.0054708648333107865,0.0054708648333107865,0.35195897094299394,0.36837156544292626,N
8,0.01837963731120664,0.17562764541819678,0.06943418539789176,0.1266152792549791,0.28590546928543664,0.12457309733151167,0.014295273464271832,0.24914619466302335,0.11027782386723985,0.03471709269894588,0.25935710428036035,0.28794765120890403,0.45540656893323117,0.2287243754283493,0.1306996431019139,0.004084363846934809,0.028590546928543664,0.40843638469348087,0.42477384008122016,N
9,0.013833892137793144,0.12865519688147622,0.06086912540628983,0.1355721429503728,0.2725276751145249,0.08577013125431748,0.015217281351572458,0.25316022612161454,0.04980201169605531,0.030434562703144916,0.2019748252117799,0.2794446211834215,0.6986115529585537,0.21027516049445577,0.08853690968187611,0.005533556855117257,0.0193674489929104,0.2697608966869663,0.28221139961098013,N
10,0.02122575402261769,0.1659468041768292,0.06946610407402153,0.13507298014393074,0.27593480229402995,0.11770645412542535,0.01736652601850538,0.2566386622734684,0.09648070010280767,0.03473305203701076,0.25084982026729996,0.29523094231459146,0.5132773245469368,0.24506097826113146,0.1273545241357061,0.0038592280041123066,0.019296140020561535,0.37434511639889373,0.389782028415343,N
11,0.02461203204093634,0.18459024030702256,0.06973409078265297,0.13536617622514988,0.2789363631306119,0.11280514685429156,0.01230601602046817,0.2522733284195975,0.11075414418421353,0.034867045391326484,0.24201831506920735,0.3035483951715482,0.4594245980974784,0.24201831506920735,0.13331517355507186,0.010255013350390143,0.05332606942202874,0.40199652333529357,0.4143025393557617,N
12,0.02147010118413746,0.14533606955416126,0.07597112726694794,0.12221442212509015,0.2824144078836543,0.11230514465548826,0.009909277469601905,0.25103502922991494,0.07101648853214698,0.03137937865373937,0.2444288442501803,0.29727832408805716,0.5763896394818441,0.31709687902726097,0.11725978339028921,0.008257731224668254,0.018167008694270157,0.31214224029246,0.3220515177620619,P
13,0.023956557747353623,0.15229525996531948,0.07186967324206087,0.1454505291803613,0.24641030825849441,0.09924859638189358,0.017111826962395445,0.26009976982841077,0.07529203863453997,0.032512471228551346,0.24641030825849441,0.29603460644944124,0.5903580302026429,0.27550041409456666,0.12320515412924721,0.013689461569916357,0.02224537505111408,0.31999116419679485,0.3371029911591903,N
14,0.02120582509207285,0.13288983724365652,0.06927236196743797,0.11168401215158368,0.2869854995793859,0.10037423876914482,0.007068608364024283,0.24598757106804506,0.052307701893779694,0.029688155128901987,0.2177131376119479,0.27708944786975187,0.6573805778542583,0.29122666459780044,0.10037423876914482,0.00848233003682914,0.0028274433456097134,0.27850316954255677,0.28133061288816646,P
15,0.01888627858956003,0.11331767153736017,0.06492158265161259,0.12158041842029267,0.23725887478134786,0.07672550677008762,0.010623531706627515,0.24080005201689034,0.03777255717912006,0.02714902547249254,0.19594514036668528,0.2679490774893829,0.736564864992841,0.29037653331448543,0.08734903847671513,0.00708235447108501,0.0023607848236950036,0.2195529886036353,0.22899612789841534,N
16,0.03698738657225176,0.19363984734884745,0.07832623038829785,0.11096215971675528,0.2371544197867907,0.11313788833865245,0.013054371731382974,0.25673597738386517,0.12401653144813825,0.03698738657225176,0.28066899222473396,0.29807482119991124,0.44820009611081546,0.2719660777371453,0.17405828975177298,0.0043514572437943246,0.030460200706560272,0.39380688056338636,0.402509795050975,N
17,0.02554121785121893,0.1404766981817041,0.05817721843888756,0.10925965414132542,0.27953443981611825,0.09790800176300589,0.008513739283739642,0.25115530887031945,0.05108243570243786,0.02979808749308875,0.19723496007330174,0.286629222552568,0.6881939254356212,0.214262438640781,0.10216487140487572,0.005675826189159762,0.014189565472899405,0.2809533963634082,0.2823723529106982,P
18,0.02140208324737379,0.1171482451435197,0.06082697343990445,0.11264254340723047,0.20951513073744868,0.06871195147841058,0.011264254340723047,0.2433078937596178,0.034919188456241444,0.027034210417735315,0.1948716000945087,0.2534457226662686,0.772727847773601,0.24781359549590704,0.08335548212135055,0.005632127170361523,0.012390679774795351,0.2083887053033764,0.21965295964409942,N
19,0.023083410221856237,0.116571221620374,0.06463354862119747,0.11541705110928119,0.24814665988495457,0.07963776526540402,0.011541705110928118,0.24006746630730488,0.03693345635496998,0.027700092266227487,0.19505481637468522,0.2619967060180683,0.7513650027214206,0.2573800239736971,0.08540861782086809,0.006925023066556872,0.005770852555464059,0.21467571506326302,0.22275490864091269,N
20,0.03517913679302064,0.14071654717208257,0.07873425853676048,0.125639774260788,0.2563051394920075,0.10721260736920576,0.01005118194086304,0.25798033648215135,0.07203347057618512,0.031828742812732964,0.2429035635708568,0.293159473275172,0.5930197345109194,0.30823624618646656,0.125639774260788,0.0,0.00502559097043152,0.3099114431766104,0.32163782210761727,P
21,0.04662440275509994,0.17802044688310886,0.07841376826994081,0.1123224248191044,0.25643421515304965,0.12503817102504075,0.010596455171613624,0.2606727972216951,0.11656100688774985,0.03602794758348632,0.2649113792903406,0.2988200358395042,0.46836331858532215,0.28186570756492235,0.17378186481446342,0.014835037240259072,0.0021192910343227245,0.3793530951437677,0.3878302592810586,N
22,0.03833908462740685,0.15669017195548887,0.0716774190860215,0.10668267026756689,0.28837659306701674,0.11501725388222056,0.01166841706051513,0.2500375084396099,0.0716774190860215,0.031671417735683924,0.23670217465616405,0.28170892617529386,0.573419352688172,0.2950442599587397,0.11335033715928983,0.015002250506376595,0.0016669167229307327,0.3317164278632158,0.34338484492373095,P
23,0.043537025446776824,0.15782171724456598,0.07074766635101234,0.1269829908864324,0.2684783235884571,0.1106566063438911,0.01269829908864324,0.2594081099537119,0.08344596543965557,0.03265276908508262,0.24670981086506866,0.2975030072196416,0.5569111171733535,0.25578002449981385,0.12516894815948337,0.0018140427269490343,0.0036280854538980685,0.3482962035742146,0.3609945026628578,P
24,0.029549506280335838,0.11701604487012991,0.06264495331431197,0.12410792637741051,0.2588536750157419,0.07801069658008661,0.013001782763347769,0.24112397124754043,0.03782336803882987,0.02718554577790897,0.1950267414502165,0.2612176355181688,0.7363736965059691,0.2647635762718091,0.08037465708251347,0.0,0.007091881507280601,0.22575822798176579,0.2375780304939001,N
25,0.04499280072949775,0.14709184853874266,0.07787215510874611,0.13843938685999307,0.2664958197054867,0.11075150948799446,0.015574431021749222,0.2543823733552373,0.07787215510874611,0.032879354379248354,0.2561128656909872,0.29245320474173536,0.560679516782972,0.301105666420485,0.12286495583824386,0.0017304923357499135,0.006921969342999654,0.32533255912098374,0.34436797481423276,N
26,0.055919560688820195,0.17190087174711394,0.07455941425176026,0.11183912137764039,0.2464602859988742,0.11805240589862041,0.012426569041960043,0.2651001395618143,0.10976802653731373,0.03727970712588013,0.25888685504083425,0.2961665621667144,0.4929205719977484,0.28788218280540767,0.16982977690678727,0.012426569041960043,0.006213284520980022,0.37072597641847466,0.3790103557797813,N
27,0.031085045140776313,0.11878927964510948,0.059949729914354315,0.1087976579927171,0.22536657727062825,0.07216171193394501,0.012211982019590693,0.24201928002461556,0.034415585691573776,0.02775450458997885,0.18540009066105873,0.25423126204420626,0.7726854077850112,0.23979891965741726,0.07993297321913909,0.001110180183599154,0.031085045140776313,0.2076036943330418,0.22092585653623165,N
28,0.03739766192501702,0.13153660401212883,0.05803085471123331,0.10961383667677402,0.24888788798373396,0.08253277114486514,0.007737447294831107,0.24759831343459543,0.04255596012157109,0.028370640081047394,0.18827788417422361,0.2798376771630584,0.7350574930089552,0.21020065150957842,0.09800766573452736,0.007737447294831107,0.009027021843969625,0.251467037082011,0.24888788798373396,P
29,0.054872948542669706,0.14632786278045254,0.06950573482071495,0.11523319193960638,0.23595367873347972,0.10060040566156113,0.012803687993289598,0.2670483495743259,0.08413852109876022,0.03475286741035748,0.2377827770182354,0.30728851183895034,0.5743368614132762,0.2889975289913938,0.1518151576347195,0.016461884562800913,0.036581965695113135,0.3292376912560182,0.3383831826797965,N
30,0.051546460161621815,0.14798822433497877,0.07149992861128188,0.14133706818509206,0.26604624599546745,0.10641849839818697,0.018290679412188385,0.2577323008081091,0.07149992861128188,0.03159299171196176,0.2510811446582224,0.28766250348259914,0.5919528973399151,0.28932529252007083,0.11972081069796035,0.008313945187358358,0.014965101337245044,0.3076159719322592,0.32590665134444763,N
31,0.05760662399046153,0.1584182159737692,0.07560869398748075,0.13861593897704805,0.27183125695499033,0.10441200598271151,0.014401655997615382,0.2520289799582692,0.08460972898599037,0.032403725994634605,0.25562939395767303,0.29703415495081725,0.5274606509126634,0.28443270595290376,0.11521324798092306,0.018002069997019227,0.01980227699672115,0.35644098594098067,0.36904243493889416,N
32,0.06040036871292991,0.17021922091825703,0.06406099711977414,0.12080073742585982,0.28186838732700625,0.10798853800190499,0.01098188522053271,0.2599046168859408,0.08419445335741745,0.032945655661598135,0.23428021803803117,0.2965109009543832,0.5564155178403241,0.21963770441065422,0.11714010901901559,0.009151571017110593,0.02379408464448754,0.36057189807415735,0.3697234690912679,N
33,0.03959671486397946,0.11762553533123311,0.05590124451385336,0.12461319089546478,0.2585432558765718,0.07919342972795892,0.011646092607052783,0.2422387262266979,0.03726749634256891,0.02795062225692668,0.17934982614861286,0.2701893484836246,0.7465145361120834,0.23758028918387677,0.08152264824936949,0.005823046303526392,0.04425515190680058,0.22127575953400289,0.23525107066246623,N
34,0.05554589988913881,0.1380712368672879,0.06030697702249356,0.1348971854450514,0.2809035508679305,0.09680856837821335,0.012696205688946012,0.2602722166233933,0.06348102844473007,0.031740514222365034,0.20472631673425445,0.2951867822679948,0.6379843358695372,0.2063133424453727,0.09998261980044985,0.0015870257111182515,0.03967564277795629,0.3142310908014138,0.32534027077924155,N
35,0.058301601984484065,0.16194889440134463,0.07449649142461853,0.14575400496121016,0.27855209837031275,0.10850575924890091,0.014575400496121016,0.25425976421011104,0.06963802459257819,0.03238977888026893,0.24292334160201695,0.27531312048228584,0.587874486676881,0.29798596569847413,0.10850575924890091,0.027531312048228587,0.011336422608094124,0.3109418772505817,0.32389778880268927,N
