,id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,Class
0,0.02884191361217861,0.11303145944612797,0.07761070533901142,0.0,0.0,0.0,0.0,0.0,0.9056360874224083,0.05768382722435722,0.0,0.0,0.0,0.08958298367942676,0.07354687971105545,0.25963490633683184,0.0,0.027688237067691465,0.03293746534510797,0.0,0.0,0.0,0.03463913824822651,0.0,0.0,0.0,0.0,0.05572257709872907,0.00031726104973396466,0.0,0.0,0.12947135020506978,0.0,0.0,0.0,0.0,0.08505480324231472,0.045887484556976166,0.0,0.20919039942913145,0.0,0.0,2
1,0.05921057232830876,0.12345404330452375,0.06259741706548802,0.0,0.0,0.0,0.0,0.0,0.9118428138559549,0.02960528616415438,0.02960528616415438,0.0,0.0,0.07285860924998393,0.04124016362666705,0.25824691120991866,0.02960528616415438,0.02927962801634868,0.03386844737179261,0.0,0.0,0.0,0.032684235925226436,0.02960528616415438,0.0,0.0,0.0,0.0655461035674378,-0.006039478377487493,0.0,0.0,0.04565135126512605,0.0,0.0,0.0,0.0,0.09814152363417177,0.058233597884891665,0.0,0.21484556169326832,0.0,0.0,2
2,0.09614313477527338,0.12601160197879166,0.10419351992712293,0.0,0.0,0.0,0.0,0.0,0.8556738994999331,0.06409542318351559,0.12819084636703118,0.0,0.0,0.1050844463093738,0.0828433344646939,0.29195465260091347,0.0,0.03233614099608361,0.03691896375370498,0.0,0.0,0.0,0.034996101058199516,0.0,0.0,0.0,0.0,0.062236655911193636,-0.00025638169273406236,0.0,0.0,0.15674535739528736,0.0,0.0,0.0,0.032047711591757795,0.09857876085624698,0.07745931891727859,0.0,0.24359465580895098,0.0,0.0,2
3,0.15767315505106044,0.11825486628829535,0.1068156788893409,0.0,0.0,0.0,0.0,0.0,0.7883657752553023,0.0,0.07883657752553022,0.0,0.0,0.08277840640180674,0.03618598908421838,0.25992419610167317,0.0,0.04367546394914375,0.04600114298614689,0.0,0.0,0.0,0.040364327693071474,0.0,0.0,0.0,0.0,0.055737460310549866,0.04229582384244696,0.0,0.3295763123454791,0.052544578920765896,0.0,0.0,0.0,0.03941828876276511,0.12006810757138253,0.19709144381382557,0.0,0.26370835182289865,0.0,0.0,2
4,0.1397498166099435,0.11839604463194413,0.09487335550015845,0.0,0.0,0.0,0.0,0.0,0.8217289216664678,0.0558999266439774,0.1117998532879548,0.0,-0.0075744400602589385,0.09639942349753902,0.0769462490254349,0.26630725053190835,0.0558999266439774,0.028061763175276658,0.03205860793032104,0.0,0.0,0.0,0.03177910829710116,0.0,0.0,0.0,0.0,0.05548067719414757,-5.5899926643977406e-05,0.0,0.2892262204559391,0.15618439504327286,0.0,0.0,0.0,0.0,0.09366032709198414,0.06721966178938282,0.0,0.2236835564658756,0.0,0.0,2
5,0.17135941018221362,0.1209797435886428,0.09792047895845626,0.0,0.0,0.0,0.0,0.0,0.8168131885352182,0.0571198033940712,0.1142396067881424,0.0,-0.007853972966684792,0.09461895432227896,0.07202807207992379,0.267977557623285,0.0285599016970356,0.0289597403207941,0.03281532704989391,0.0,0.0,0.0,0.03195852999898284,0.0,0.0,0.0,0.0,0.05654860536013049,-0.00022847921357628482,0.0,0.29348154983873787,0.13554529345413097,0.0,0.0,0.0,0.0,0.0957042305867663,0.072999108737623,0.0,0.2257374630133694,0.0,0.0,2
6,0.24569189693170657,0.17549421209407612,0.17716491699321174,0.035098842418815224,0.0,0.0,0.0,0.0,0.389597150848849,0.0,0.10529652725644567,0.0,0.0,0.10080387542683732,0.02534136422638459,0.33894952123849864,0.0,0.03832793592134623,0.040468965308893955,0.0,0.0,0.0,0.03948619772116713,0.0,0.0,0.0,0.0,0.07019768483763045,0.01565408371879159,0.0,0.6449412294457297,0.02807907393505218,0.0,0.0,0.0,0.035098842418815224,0.16538574547745732,0.16085799480543017,0.0,0.32652453102223805,0.0,0.0,2
7,0.2082831061467368,0.11781013191424801,0.09971814060657708,0.0,0.0,0.0,0.0,0.0,0.8227182692796104,0.0781061648050263,0.0520707765366842,0.0,-0.0010153801424653418,0.0889889571011933,0.0642553382462683,0.2547823095939958,0.1301769413417105,0.025514680502975257,0.029732413402446676,0.0,0.0,0.0,0.030695722768375337,0.0,0.0,0.0,0.0,0.05516898774061692,-5.20707765366842e-05,0.0,0.28938334060262244,0.10125162497558242,0.0,0.0,0.0,0.0,0.08797357695872796,0.05579383705905711,0.0,0.2069813367333197,0.0,0.0,2
8,0.18839244126616855,0.09620574000659007,0.06442393516498744,0.0,0.0,0.0,0.0,0.041864986948037454,0.9294027102464315,0.041864986948037454,0.0,0.0,0.0,0.06216950561783563,0.01831593178976639,0.19969598774213865,0.0,0.02026265368285013,0.02333973022353088,0.0,0.0,0.0,0.02779835133349687,0.020932493474018727,0.0,0.0,0.0,0.04552817330599073,0.0008582322324347678,0.0,0.0,0.02237683552372602,0.0,0.0,0.0,0.0,0.0759012213367919,0.0401275899896939,0.0,0.1661830656902347,0.0,0.0,2
9,0.17870651740798338,0.09006808477362362,0.06453449756637096,0.0,0.0,0.017870651740798337,0.0,0.035741303481596674,0.7362708517208916,0.0,0.07148260696319335,0.053611955222395015,-0.023053140745629856,0.06224348001320061,0.022481279889924308,0.1815479510347703,0.1429652139263867,0.019103726710913423,0.020140224511879728,0.0,0.017870651740798337,0.0,0.021426911437217207,0.017870651740798337,0.0,0.0,0.0,0.041513523993874535,8.935325870399168e-05,0.0,0.5532575072433757,0.030576685128505955,0.0,0.017870651740798337,0.035741303481596674,0.017870651740798337,0.06948109396822394,0.06254728109279419,0.017870651740798337,0.15558189405539033,0.0,0.0,2
