,id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0,0.14852759212012273,0.16338035133213502,0.20793862896817183,0.20793862896817183,0.20793862896817183,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.20793862896817183,False
1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,True
2,0.00013997062804626552,0.0038725207092800127,0.0005132256361696403,4.665687601542184e-05,0.0005132256361696403,0.007978325798637135,0.04329244868594977,1.8662750406168737e-06,0.0010749744233953193,0.0018788723971410377,0.9974591561520576,1.4463631564780771e-05,0.05541437164351652,0.0030326969410024197,0.00046656876015421843,0.00027994125609253105,0.0,0.0008398237682775932,0.001166421900385546,0.004992285733650137,0.0029860400649869977,0.0009797943963238587,True
3,0.0003483752013791766,0.0040063148158605314,0.0006967504027583532,0.000522562802068765,0.0006967504027583532,0.012280225848615977,0.06704306562941564,6.096566024135592e-06,0.001294213873123641,0.004512329795863786,0.9960682792173177,2.2644388089646484e-05,0.055336787925071865,0.003222470612757384,0.0001741876006895883,0.0004354690017239708,0.0,0.0013935008055167065,0.0024386264096542365,0.007751348230686681,0.004528877617929297,0.0013064070051719125,True
4,0.0020826792365972206,0.010413396182986102,0.0012496075419583322,0.0004165358473194441,0.0012496075419583322,0.024159079144527758,0.10611250710462838,4.581894320513885e-05,0.003894610172436802,0.011350601839454851,0.9921675615225497,3.332286778555553e-05,0.05512018867578204,0.008747252793708325,0.0,0.0008330716946388882,0.0,0.004581894320513885,0.004165358473194441,0.017077969740097208,0.007081109404430549,0.0020826792365972206,True
5,0.0009286655907969708,0.006655436734044957,0.0004643327953984854,0.00015477759846616179,0.0004643327953984854,0.017799423823608607,0.08818144117412635,1.392998386195456e-05,0.0017443435347136434,0.007820912050495156,0.9942495025950374,2.940774370857074e-05,0.05523548156461916,0.0054172159463156625,0.00030955519693232357,0.0006191103938646471,0.0,0.0017025535831277797,0.0030955519693232356,0.011453542286495972,0.006345881537112633,0.0007738879923308089,True
6,0.000601358949751753,0.0041236042268691635,0.0005154505283586454,8.590842139310757e-05,0.0005154505283586454,0.01280035478757303,0.06456962860327359,5.1545052835864544e-06,0.00132556694209565,0.004185458290272201,0.9962232633377491,2.1477105348276893e-05,0.05534564139829563,0.003522245277117411,0.00017181684278621515,0.00017181684278621515,0.0,0.0010309010567172909,0.0018040768492552592,0.00816130003234522,0.004639054755227809,0.0009449926353241833,True
7,0.00024142519518638049,0.002082292308482532,0.00036213779277957073,3.017814939829756e-05,0.00036213779277957073,0.0069711525110067365,0.03658406517107419,1.2071259759319026e-06,0.0008229581340915745,0.0013414187407543268,0.9977481647175502,1.2071259759319025e-05,0.05543031947031101,0.0018710452626944489,9.053444819489268e-05,6.035629879659512e-05,0.0,0.00048285039037276097,0.0006639192867625463,0.00470779130613442,0.0022633612048723172,0.000694097436160844,True
8,0.0007430494180417419,0.0038803691831068745,0.0004953662786944946,8.256104644908244e-05,0.0004953662786944946,0.012301595920913283,0.061507979604566415,4.953662786944946e-06,0.0013374889524751354,0.0037969825261933016,0.9964292695939759,2.064026161227061e-05,0.05535718164410977,0.00338500290441238,0.00016512209289816488,8.256104644908244e-05,0.0,0.0009907325573889892,0.0016512209289816487,0.00784329941266283,0.004458296508250452,0.0009081715109399069,True
9,0.0006981098867747353,0.0033509274565187296,0.0004886769207423147,6.981098867747353e-05,0.0004886769207423147,0.010820703245008396,0.05594233766680664,4.188659320648411e-06,0.0012440318182325783,0.0031394001608259846,0.9967885226225512,1.8848966942917855e-05,0.0553768686585191,0.002932061524453888,0.00013962197735494707,6.981098867747353e-05,0.0,0.0009773538414846294,0.0015358417509044177,0.00691128787906988,0.003909415365938518,0.0009075428528071558,True
