,id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,problems
0,0.14852759212012273,0.16338035133213502,0.20793862896817183,0.20793862896817183,0.20793862896817183,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.20793862896817183,no
1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,yes
2,3.4394464598315997e-06,0.00047579009361003793,6.76424470433548e-05,5.7324107663859994e-05,5.8470589817137196e-05,0.0013287728156482746,0.009643416800682043,1.1464821532771999e-08,0.0001186952973287885,9.314021013223971e-05,0.9984123551767918,3.2101500291761592e-06,0.05546735688698451,0.00041158709302651476,4.0126875364702e-05,1.0318339379494798e-05,1.1464821532771999e-05,5.388466120402839e-05,0.00012152710824738319,0.0007933656500678222,0.0005354071655804523,0.00012152710824738319,yes
3,2.685967974068371e-05,0.0015444315850893133,0.00022159235786064062,6.714919935170928e-05,0.00010743871896273484,0.0038610789627232835,0.025065587432404744,2.0144759805512783e-07,0.00026738811181850635,0.0006294565947229227,0.9981329617387434,8.32650071961195e-06,0.05545180882464152,0.0011683960687197414,0.00010072379902756391,0.00022830727779581155,3.357459967585464e-05,0.00015444315850893133,0.00044989963565645214,0.002303217537763628,0.0015578614249596552,0.0004364697957861103,yes
4,5.4170928187467e-05,0.001895982486561345,0.0002816888265748284,0.0001300102276499208,0.0001408444132874142,0.0054170928187467,0.033845562564103884,3.25025569124802e-07,0.0003193917925933054,0.0011479903101488005,0.9978617581630493,1.1267553062993136e-05,0.05543679443735173,0.0015384543605240627,7.58392994624538e-05,0.0002058495271123746,4.33367425499736e-05,0.0001950153414748812,0.0006283827669746172,0.003358597547622954,0.002058495271123746,0.0005525434675121634,yes
5,6.83614840951175e-05,0.001857153651250692,0.00018229729092031333,0.0001481165488727546,0.00012532938750771543,0.0050131755003086165,0.03093095102948369,3.418074204755875e-07,0.00036744297701125656,0.0009586558786271978,0.9979597442286514,1.0254222614267625e-05,0.05544218902340172,0.0015837077148702222,2.2787161365039166e-05,0.00022787161365039166,0.0,0.0002164780329678721,0.000603859776173538,0.0029623309774550917,0.0020508445228535253,0.00035320100115810707,yes
6,8.384896077148085e-05,0.0018207202910378696,0.00013176265264089847,7.187053780412644e-05,0.00013176265264089847,0.005174678721897103,0.031500617151089275,3.593526890206322e-07,0.0003794764396057876,0.0009943288905200894,0.9979411037501247,1.0541012211271878e-05,0.055441172430562485,0.0013655402182784022,0.00021561161341237931,0.0002036331904450249,0.0,0.00021561161341237931,0.0005989211483677203,0.003066476279642728,0.0021082024422543755,0.00025154688231444254,yes
7,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,no
8,0.017344396786062508,0.026980172778319458,0.00385431039690278,0.00192715519845139,0.00385431039690278,0.04239741436593058,0.16958965746372232,0.0003276163837367363,0.011158228599033548,0.02931203056844564,0.9811917977395406,5.781465595354169e-05,0.05451922056418982,0.01541724158761112,0.0,0.00192715519845139,0.0,0.017344396786062508,0.013490086389159729,0.025053017579868067,0.017344396786062508,0.005781465595354169,no
9,0.02183085687187025,0.02183085687187025,0.004366171374374049,0.0021830856871870247,0.004366171374374049,0.03929554236936645,0.14087451939417872,0.0003056319962061835,0.015281599810309174,0.02012805003586437,0.9861216357592509,4.3661713743740496e-05,0.054773619891522456,0.017464685497496198,0.0,0.0,0.0,0.017464685497496198,0.008732342748748099,0.024013942559057273,0.015281599810309174,0.006549257061561074,no
10,0.1459251367498198,0.10612737218168712,0.01326592152271089,0.01326592152271089,0.01326592152271089,0.1326592152271089,0.42052971226993524,0.006632960761355445,0.02653184304542178,0.21026485613496762,0.8410594245398705,0.0001326592152271089,0.04669604375994234,0.03979776456813267,0.0,0.0,0.01326592152271089,0.05306368609084356,0.06632960761355446,0.06632960761355446,0.06632960761355446,0.01326592152271089,no
11,0.43980906755103594,0.21990453377551797,0.036650755629253,0.036650755629253,0.036650755629253,0.18325377814626498,0.4255152728556273,0.02455600627159951,0.05497613344387949,0.2836768485704182,0.6380896555052947,0.0,0.035551232960375406,0.073301511258506,0.0,0.073301511258506,0.0,0.10995226688775898,0.073301511258506,0.10995226688775898,0.073301511258506,0.036650755629253,no
12,0.08974419735428182,0.09664759715076504,0.013806799592966434,0.006903399796483217,0.006903399796483217,0.07593739776131539,0.2522502285634967,0.0018639179450504687,0.025887749236812065,0.06723911401774653,0.9459728741120952,6.903399796483217e-05,0.05253487245123728,0.02071019938944965,0.06213059816834895,0.0,0.0,0.0414203987788993,0.02761359918593287,0.0414203987788993,0.034516998982416086,0.02071019938944965,no
13,0.2678122880029009,0.07651779657225741,0.019129449143064352,0.019129449143064352,0.019129449143064352,0.17216504228757917,0.4834011798452362,0.012816730925853117,0.028694173714596528,0.3221399235692037,0.7250061225221389,0.00019129449143064352,0.04036313769186578,0.038258898286128704,0.0,0.0,0.0,0.057388347429193055,0.07651779657225741,0.09564724571532177,0.07651779657225741,0.019129449143064352,no
14,0.9302605094190635,0.12403473458920847,0.062017367294604234,0.062017367294604234,0.062017367294604234,0.062017367294604234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1860521018838127,0.12403473458920847,0.1860521018838127,0.12403473458920847,0.062017367294604234,no
15,0.5683746574012399,0.07104683217515499,0.035523416087577496,0.035523416087577496,0.035523416087577496,0.17761708043788746,0.4124268607767747,0.023800688778676922,0.05328512413136624,0.2749512405178498,0.6184626740847242,0.0,0.03445771360495017,0.0,0.0,0.0,0.0,0.035523416087577496,0.0,0.035523416087577496,0.0,0.035523416087577496,no
16,0.002078821603473802,0.00476906132561637,0.0004891344949350123,0.00012228362373375306,0.00024456724746750613,0.010149540769901504,0.052471902944153444,6.1141811866876535e-06,0.0023233888509413083,0.0027611642239081437,0.9969747157925767,1.711970732272543e-05,0.055387144533966114,0.0035462250882788387,0.00012228362373375306,0.0008559853661362714,0.0,0.0023233888509413083,0.002078821603473802,0.0059918975629539,0.004157643206947604,0.0008559853661362714,no
17,0.31143350747299875,0.08650930763138855,0.017301861526277707,0.017301861526277707,0.017301861526277707,0.12111303068394395,0.33998157899135695,0.006920744610511084,0.04325465381569427,0.1359926315965428,0.8500404567860238,0.00017301861526277708,0.047234081966738145,0.034603723052555414,0.017301861526277707,0.0,0.0,0.08650930763138855,0.034603723052555414,0.08650930763138855,0.034603723052555414,0.017301861526277707,no
18,0.05218155806883045,0.024717580137867057,0.0054927955861926794,0.0027463977930963397,0.0027463977930963397,0.05767435365502313,0.24050205474144645,0.0006865994482740849,0.010985591172385359,0.06011864769087888,0.9619807549878548,8.239193379289018e-05,0.05344490105365477,0.021971182344770718,0.0,0.0,0.0,0.021971182344770718,0.027463977930963397,0.030210375724059737,0.027463977930963397,0.00823919337928902,no
19,0.05491987869369552,0.024713945412162985,0.005491987869369552,0.002745993934684776,0.002745993934684776,0.0576658726283803,0.24046668886034583,0.000686498483671194,0.010983975738739105,0.06010980723024975,0.9618392955020365,8.237981804054328e-05,0.053437041968965746,0.02196795147747821,0.0,0.0,0.0,0.02196795147747821,0.02745993934684776,0.030205933281532538,0.02745993934684776,0.008237981804054328,no
20,0.11812461759754783,0.03374989074215652,0.0056249817903594205,0.0056249817903594205,0.0056249817903594205,0.08999970864575073,0.3226489554950164,0.001968743626625797,0.016087447920427943,0.11294963435041716,0.9218220158041018,0.00011249963580718841,0.05118733429227073,0.028124908951797103,0.0,0.0,0.0,0.028124908951797103,0.039374872532515946,0.044999854322875364,0.044999854322875364,0.0056249817903594205,no
21,0.12366550217096724,0.03372695513753652,0.005621159189589419,0.005621159189589419,0.005621159189589419,0.08993854703343071,0.3224296911148491,0.001967405716356297,0.01607651528222574,0.11287287652695555,0.9211955679899141,0.00011242318379178839,0.051152548625263715,0.0281057959479471,0.0,0.0,0.0,0.0281057959479471,0.03934811432712594,0.044969273516715355,0.044969273516715355,0.005621159189589419,no
22,0.05409700304404459,0.02587247971671698,0.0023520436106106344,0.0023520436106106344,0.0023520436106106344,0.058801090265265865,0.2541383121264791,0.0006350517748648714,0.008867204412002092,0.0674330903162069,0.957893280857287,9.408174442442538e-05,0.053226746908118655,0.018816348884885075,0.0,0.0023520436106106344,0.0,0.016464305274274442,0.03057656693793825,0.02587247971671698,0.032928610548548884,0.0023520436106106344,no
23,0.020174938581943174,0.011768714172800183,0.0016812448818285977,0.0008406224409142988,0.0016812448818285977,0.02774054055017186,0.12370599840494821,0.00010928091731885885,0.006724979527314391,0.015467452912823098,0.9896563934639949,4.203112204571494e-05,0.05497670763579515,0.009246846850057288,0.0008406224409142988,0.0,0.0,0.009246846850057288,0.009246846850057288,0.01429058149554308,0.013449959054628782,0.0025218673227428968,no
24,0.0016501485740656242,0.004158374406645373,0.0006600594296262497,0.00026402377185049986,0.00033002971481312484,0.01036293304513212,0.05477239152981582,3.3002971481312484e-06,0.0012013081619197744,0.0030092109396660724,0.9968554136524732,1.8481664029534993e-05,0.055380966323931226,0.003630326862944373,0.00013201188592524993,0.00026402377185049986,0.0,0.0009240832014767495,0.0016501485740656242,0.0060725467525614965,0.0042903862925706224,0.0012541129162898744,no
25,0.9876583293168623,0.11396057645963795,0.037986858819879316,0.037986858819879316,0.037986858819879316,0.037986858819879316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037986858819879316,0.0,0.0,0.0,0.037986858819879316,0.0,0.037986858819879316,0.0,0.037986858819879316,no
26,0.0011904829162243127,0.0032628050296518198,0.0005291035183219167,0.0001763678394406389,0.00022045979930079861,0.008509748253010827,0.05005980662723234,2.2045979930079865e-06,0.0008783118404143818,0.0025132417120291043,0.9971374676395192,1.6754944746860695e-05,0.05539669744870608,0.0024691497521689447,0.00022045979930079861,0.0003527356788812778,0.0,0.0009700231169235139,0.0016314025148259099,0.005555586942380125,0.0029541613106307016,0.0008377472373430348,no
27,0.21662799700862836,0.07736714178879585,0.007736714178879584,0.007736714178879584,0.007736714178879584,0.13152414104095295,0.41693152709982084,0.003868357089439792,0.015473428357759169,0.20842707997901602,0.8338630541996417,0.0001547342835775917,0.04634291793148871,0.038683570894397924,0.0,0.0,0.0,0.023210142536638754,0.061893713431036675,0.06963042760991627,0.061893713431036675,0.007736714178879584,no
28,0.24333245425005595,0.05873541999139282,0.008390774284484688,0.008390774284484688,0.008390774284484688,0.1426431628362397,0.4934614356705445,0.005621818770604741,0.012586161426727032,0.32900225969464464,0.7402341073772392,0.00016781548568969376,0.041114793993974975,0.04195387142242344,0.0,0.0,0.0,0.025172322853454065,0.05034464570690813,0.07551696856036219,0.0671261942758775,0.008390774284484688,no
29,0.5664264833907127,0.07552353111876169,0.01888088277969042,0.01888088277969042,0.01888088277969042,0.11328529667814252,0.29284249191299844,0.007552353111876168,0.04720220694922605,0.11706147323408062,0.7320118253685977,0.0001888088277969042,0.040593897976334406,0.03776176555938084,0.0,0.0,0.0,0.0944044138984521,0.01888088277969042,0.0944044138984521,0.01888088277969042,0.01888088277969042,no
30,0.7883046518560913,0.12714591158969216,0.02542918231793843,0.02542918231793843,0.02542918231793843,0.12714591158969216,0.29523280671126517,0.017037552153018748,0.038143773476907644,0.19682187114084346,0.44272206415530807,0.0,0.024666306848400276,0.05085836463587686,0.0,0.0,0.0,0.07628754695381529,0.05085836463587686,0.07628754695381529,0.05085836463587686,0.02542918231793843,no
31,0.004751311548849193,0.005642182464258416,0.0013363063731138354,0.0007423924295076864,0.0007423924295076864,0.014550891618350652,0.07275445809175327,1.039349401310761e-05,0.0020311856871330298,0.00531701458013405,0.9955868523761419,2.3756557744245965e-05,0.055309720783181644,0.005048268520652267,0.00014847848590153728,0.00014847848590153728,0.0,0.0019302203167199845,0.002821091232129208,0.008611752182289161,0.005939139436061491,0.0025241342603261334,no
32,0.03614613749756458,0.01643006249889299,0.003286012499778598,0.0010953374999261994,0.002190674999852399,0.03505079999763838,0.15148517623979338,0.0001643006249889299,0.0071196937495202955,0.023308781998429524,0.9846645989336562,5.476687499630997e-05,0.054701154746314394,0.013144049999114392,0.0,0.0010953374999261994,0.0,0.010953374999261993,0.010953374999261993,0.02081141249859779,0.014239387499040591,0.005476687499630996,no
33,0.004216934536497165,0.005581236886540365,0.000744164918205382,0.00012402748636756368,0.000372082459102691,0.012898858582226622,0.06817542870652239,8.681924045729457e-06,0.001812041575830105,0.004667154312011421,0.9959568391047641,2.232494754616146e-05,0.055331142218297505,0.004340962022864729,0.00012402748636756368,0.0006201374318378183,0.00012402748636756368,0.001984439781881019,0.002852632186453964,0.007689704154788948,0.005209154427437674,0.0013643023500432003,no
34,0.0048214222705883335,0.005372441958655571,0.0005510196880672381,0.00013775492201680952,0.00027550984403361905,0.014464266811764999,0.07165873288392414,9.642844541176667e-06,0.0019134158668134844,0.005157544280309348,0.9956801783945177,2.341833674285762e-05,0.055315488935849866,0.003994892738487476,0.00013775492201680952,0.0005510196880672381,0.00027550984403361905,0.0016530590642017142,0.0026173435183193807,0.008403050243025382,0.006061216568739619,0.0009642844541176667,no
35,0.24942307406678182,0.04849893106854091,0.013856837448154545,0.0069284187240772725,0.013856837448154545,0.06928418724077273,0.20785256172231817,0.001524252119297,0.031177884258347728,0.04621255288959541,0.9353365277504319,6.928418724077273e-05,0.05196314043057954,0.034642093620386366,0.0,0.0,0.0,0.041570512344463635,0.013856837448154545,0.04849893106854091,0.020785256172231818,0.020785256172231818,no
36,0.0020800167080313623,0.004609766758339776,0.0005621666778463141,5.6216667784631416e-05,0.0005621666778463141,0.012367666912618912,0.06626033765103367,3.935166744924199e-06,0.0008449365168030101,0.0044073867543151036,0.9961149419761187,2.1924500436006252e-05,0.05533968776719116,0.004103816748278094,0.0,0.00039351667449241993,0.0,0.0006183833456309455,0.0016865000335389425,0.007757900154279135,0.004609766758339776,0.0010681166879079969,no
37,0.09929866124914057,0.03397059463786388,0.005226245328902135,0.0026131226644510674,0.005226245328902135,0.04703620796011922,0.17406010067908562,0.00047036207960119217,0.014633486920925977,0.031070028480323194,0.9746947538402482,5.226245328902135e-05,0.05414390160742612,0.02090498131560854,0.0,0.0026131226644510674,0.0,0.02090498131560854,0.013065613322255337,0.028744349308961744,0.018291858651157473,0.007839367993353203,no
38,0.052762241288000236,0.01623453578092315,0.004058633945230788,0.0013528779817435956,0.0027057559634871913,0.03923346147056428,0.16360353433225305,0.00022998925689641129,0.008117267890461575,0.027260491332133454,0.9816076772137008,5.4115119269743834e-05,0.054534511444084346,0.012175901835692362,0.0,0.0013528779817435956,0.0,0.012175901835692362,0.012175901835692362,0.02299892568964113,0.01623453578092315,0.0067643899087179785,no
39,0.01194809646521862,0.019116954344349794,0.001194809646521862,0.0002987024116304655,0.0008961072348913966,0.02748062187000283,0.13862181518946645,4.181833762826518e-05,0.002129748194925219,0.019451501045375918,0.9876893942972973,4.480536174456983e-05,0.05487163301651651,0.008363667525653035,0.008363667525653035,0.0014935120581523276,0.0,0.0026883217046741897,0.007168857879131173,0.01612993022804514,0.01135069164195769,0.0020909168814132587,no
40,0.9212769739406035,0.08988068038444912,0.02247017009611228,0.02247017009611228,0.02247017009611228,0.08988068038444912,0.17976136076889823,0.015055013964395228,0.03370525514416842,0.11976600661227846,0.26964204115334733,0.0,0.015055013964395228,0.04494034019222456,0.0,0.0,0.0,0.06741051028833683,0.02247017009611228,0.06741051028833683,0.02247017009611228,0.02247017009611228,no
41,0.9245727455149078,0.08805454719189597,0.022013636797973992,0.022013636797973992,0.022013636797973992,0.08805454719189597,0.17610909438379194,0.014749136654642576,0.03302045519696099,0.11733268413320139,0.26416364157568795,0.0,0.014749136654642576,0.044027273595947984,0.0,0.0,0.0,0.06604091039392199,0.022013636797973992,0.06604091039392199,0.022013636797973992,0.022013636797973992,no
42,0.9276732764376696,0.08629518850582973,0.021573797126457434,0.021573797126457434,0.021573797126457434,0.08629518850582973,0.17259037701165947,0.01445444407472648,0.03236069568968615,0.11498833868401812,0.2588855655174892,0.0,0.01445444407472648,0.04314759425291487,0.0,0.0,0.0,0.0647213913793723,0.021573797126457434,0.0647213913793723,0.021573797126457434,0.021573797126457434,no
43,0.9305931080828574,0.08459937346207795,0.021149843365519488,0.021149843365519488,0.021149843365519488,0.08459937346207795,0.1691987469241559,0.014170395054898057,0.03172476504827923,0.11272866513821886,0.25379812038623384,0.0,0.014170395054898057,0.042299686731038975,0.0,0.0,0.0,0.06344953009655846,0.021149843365519488,0.06344953009655846,0.021149843365519488,0.021149843365519488,no
44,0.9333455084375877,0.08296404519445223,0.020741011298613058,0.020741011298613058,0.020741011298613058,0.08296404519445223,0.16592809038890446,0.01389647757007075,0.03111151694791959,0.11054959022160761,0.2488921355833567,0.0,0.01389647757007075,0.041482022597226116,0.0,0.0,0.0,0.06222303389583918,0.020741011298613058,0.06222303389583918,0.020741011298613058,0.020741011298613058,no
45,0.9359425972861855,0.0813863128074944,0.0203465782018736,0.0203465782018736,0.0203465782018736,0.0813863128074944,0.1627726256149888,0.013632207395255311,0.030519867302810397,0.10844726181598627,0.24415893842248318,0.0,0.013632207395255311,0.0406931564037472,0.0,0.0,0.0,0.061039734605620795,0.0203465782018736,0.061039734605620795,0.0203465782018736,0.0203465782018736,no
46,0.9383954581023037,0.07986344324274926,0.019965860810687314,0.019965860810687314,0.019965860810687314,0.07986344324274926,0.15972688648549851,0.0133771267431605,0.02994879121603097,0.10641803812096338,0.23959032972824776,0.0,0.0133771267431605,0.03993172162137463,0.0,0.0,0.0,0.05989758243206194,0.019965860810687314,0.05989758243206194,0.019965860810687314,0.019965860810687314,no
47,0.6662252972420136,0.12491724323287756,0.013879693692541951,0.013879693692541951,0.013879693692541951,0.11103754954033561,0.3117379203344922,0.0069398468462709756,0.027759387385083902,0.1558689601672461,0.6234758406689844,0.00013879693692541952,0.034699234231354875,0.055518774770167804,0.0,0.027759387385083902,0.0,0.055518774770167804,0.04163908107762585,0.06939846846270975,0.04163908107762585,0.013879693692541951,no
48,0.002586136178841848,0.0033778105193036385,0.0003166697361847161,5.277828936411935e-05,0.0003166697361847161,0.00976398353236208,0.0516066113402359,2.6389144682059677e-06,0.0010196765505147858,0.00267110922471808,0.9970388866407279,1.7416835490159388e-05,0.05539081468764326,0.002586136178841848,0.00036944802554883543,0.00026389144682059673,0.0,0.0007388960510976709,0.0013194572341029838,0.006122281566237845,0.003641701966124235,0.0005805611830053129,no
49,0.4438013655087641,0.035504109240701125,0.017752054620350562,0.008876027310175281,0.008876027310175281,0.0976363004119281,0.32433003791380477,0.003550410924070113,0.022190068275438204,0.12976751927476263,0.8108250947845119,8.876027310175283e-05,0.045090218735690434,0.017752054620350562,0.0,0.0,0.0,0.04438013655087641,0.04438013655087641,0.05325616386105169,0.04438013655087641,0.026628081930525845,no
50,0.0912812618010487,0.02147794395318793,0.0017898286627656607,0.0017898286627656607,0.0017898286627656607,0.0411660592436102,0.1567352959983889,0.0002863725860425057,0.011186429142285379,0.025075499565346906,0.9795911254182738,5.369485988296982e-05,0.05442868963470374,0.010738971976593965,0.0,0.0035796573255313215,0.0,0.017898286627656607,0.007159314651062643,0.032216915929781896,0.008949143313828303,0.0017898286627656607,no
51,0.0412830152839722,0.018259795221756935,0.0023817124202291655,0.0007939041400763885,0.001587808280152777,0.03175616560305554,0.14560201929000965,0.00011908562101145827,0.00537473102831715,0.021506863154669365,0.9856081727806341,4.7634248404583305e-05,0.054755568541068514,0.008732945540840274,0.004763424840458331,0.003175616560305554,0.0,0.008732945540840274,0.01032075382099305,0.019053699361833324,0.012702466241222217,0.003969520700381942,no
52,0.039036200952269486,0.014730641868780937,0.0029461283737561876,0.0007365320934390469,0.0022095962803171405,0.03314394420475711,0.14779989519041353,0.00011047981401585702,0.004912669063238443,0.02216961601251531,0.98535473056556,5.1557246540733285e-05,0.05473906518438996,0.010311449308146656,0.0022095962803171405,0.0007365320934390469,0.0,0.0073653209343904685,0.008838385121268562,0.02135943070973236,0.01178451349502475,0.005155724654073328,no
53,0.5041361671503424,0.12136611431397132,0.009335854947228564,0.009335854947228564,0.009335854947228564,0.1307019692611999,0.4342106135956005,0.0062550228146431375,0.014003782420842844,0.28941150336408544,0.6512692411186646,0.00018671709894457127,0.036223117195246825,0.037343419788914256,0.0,0.018671709894457128,0.018671709894457128,0.02800756484168569,0.06535098463059995,0.06535098463059995,0.06535098463059995,0.009335854947228564,no
54,0.052825609983239326,0.014406984540883452,0.0009604656360588968,0.0009604656360588968,0.0009604656360588968,0.0307349003538847,0.13055609390948586,0.0001248605326876566,0.007261120208605259,0.017259567479978376,0.9873586738685459,4.802328180294484e-05,0.054852192475323594,0.008644190724530071,0.0,0.0028813969081766906,0.0,0.010565121996647865,0.007683725088471175,0.020169778357236833,0.010565121996647865,0.0009604656360588968,no
55,0.05383701540262261,0.012497878575608821,0.0009613752750468324,0.0009613752750468324,0.0009613752750468324,0.030764008801498637,0.12574788597612568,0.00012497878575608821,0.007556409661868103,0.016006898329529756,0.9880053701656296,3.84550110018733e-05,0.05488491445242366,0.005768251650280994,0.002884125825140497,0.0019227505500936648,0.0,0.009613752750468324,0.006729626925327826,0.020188880775983478,0.010575128025515156,0.0009613752750468324,no
56,0.02520410575978735,0.011496609644815282,0.0017687091761254279,0.00044217729403135697,0.001326531882094071,0.02343539658366192,0.11015520748909166,4.863950234344927e-05,0.0039795956462822125,0.012239467498787961,0.9914101327206458,3.537418352250856e-05,0.05507760374454583,0.008401368586595783,0.0,0.001326531882094071,0.0,0.005748304822407641,0.005748304822407641,0.015476205291097495,0.007959191292564425,0.003095241058219499,no
57,0.4106748405660263,0.04248360419648548,0.007080600699414247,0.007080600699414247,0.007080600699414247,0.07788660769355672,0.24690054638857478,0.0020533742028301313,0.024782102447949865,0.0705227829661659,0.8641165093565147,7.080600699414247e-05,0.0480064727420286,0.02832240279765699,0.0,0.0,0.0,0.04956420489589973,0.014161201398828495,0.06372540629472823,0.014161201398828495,0.007080600699414247,no
58,0.0441227340515753,0.011217644250400501,0.0014956859000534002,0.0007478429500267001,0.0007478429500267001,0.028418032101014602,0.1267294663115246,9.721958350347101e-05,0.00583317501020826,0.01625062730408019,0.9884838544862916,4.4870577001602004e-05,0.05491410782046059,0.0074784295002670005,0.0,0.0007478429500267001,0.0,0.008974115400320401,0.0074784295002670005,0.0186960737506675,0.009721958350347101,0.0022435288500801003,no
59,0.4223448314087944,0.04223448314087944,0.0070390805234799075,0.0070390805234799075,0.0070390805234799075,0.07742988575827899,0.24545273785374436,0.002041333351809173,0.024636781832179676,0.07010924201385989,0.859049387085488,7.039080523479907e-05,0.04772496594919377,0.02815632209391963,0.0,0.0,0.0,0.04927356366435935,0.014078161046959815,0.06335172471131917,0.014078161046959815,0.0070390805234799075,no
60,0.5978684992978613,0.03920449175723681,0.009801122939309202,0.009801122939309202,0.009801122939309202,0.08821010645378281,0.24767437667634354,0.003234370569972037,0.029403368817927607,0.08252545514898348,0.7429251187996375,9.801122939309203e-05,0.04126272757449174,0.019602245878618405,0.0,0.0,0.0,0.058806737635855214,0.009801122939309202,0.07840898351447362,0.009801122939309202,0.009801122939309202,no
61,0.3286861777417995,0.03180833978146446,0.010602779927154821,0.005301389963577411,0.005301389963577411,0.07952084945366115,0.29428015687818204,0.0017494586879805455,0.01590416989073223,0.09807571432618209,0.8827874567349104,0.00010602779927154822,0.049037857163091045,0.021205559854309643,0.0,0.0,0.0,0.03180833978146446,0.037109729745041876,0.042411119708619285,0.037109729745041876,0.01590416989073223,no
62,0.997865257815223,0.04751739322929633,0.01583913107643211,0.01583913107643211,0.01583913107643211,0.01583913107643211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01583913107643211,0.0,0.0,0.0,0.01583913107643211,0.0,0.01583913107643211,0.0,0.01583913107643211,no
63,0.019056047017285263,0.005061762488966398,0.0008932522039352467,0.00029775073464508224,0.0005955014692901645,0.019056047017285263,0.09257368090850251,2.67975661180574e-05,0.0031948653827417323,0.008625838782668031,0.9936269540914504,2.9775073464508225e-05,0.05520000869585179,0.003870759550386069,0.0,0.0005955014692901645,0.0,0.004168510285031151,0.004466261019676234,0.012207780120448371,0.006848266896836891,0.0014887536732254112,no
