,id,loc,v(g),ev(g),iv(G),N,V,L,D,I,E,B,T,lOCode,lOComment,locCodeAndComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0,0.14852759212012273,0.16338035133213502,0.20793862896817183,0.20793862896817183,0.20793862896817183,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.19308586975615957,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.29705518424024546,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.17823311054414728,0.20793862896817183,False
1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,True
2,5.175834317619449e-05,0.0015700030763445662,0.00015527502952858346,5.175834317619449e-05,3.450556211746299e-05,0.005486384376676616,0.03604468271571243,6.901112423492598e-07,0.0004775569797056878,0.001302067386502466,0.9977842276370726,1.2076946741112047e-05,0.05543249543046195,0.0013802224846985198,0.0007591223665841858,0.00018978059164604646,0.0005348362128206764,0.0005003306507032134,0.0011386835498762788,0.003312533963276447,0.0021738504134001684,0.00029329727799843545,True
3,5.521753248755521e-05,0.0015046777602858794,0.00028989204555966485,6.902191560944402e-05,0.00024847889619399846,0.005259469969439634,0.035167494265999036,5.521753248755522e-07,0.00039163034916798534,0.0012394955605143957,0.9978178077968892,1.1733725653605482e-05,0.055434261302568864,0.0013390251628232139,0.0005659797079974409,0.00016565259746266562,0.00033130519492533125,0.0003865227274128865,0.0010353287341416603,0.003161203734912536,0.002098266234527098,0.0005245665586317745,True
4,3.1764805560016625e-06,0.0003208245361561679,6.734138778723524e-05,2.604714055921363e-05,5.209428111842726e-05,0.0014859576040975777,0.013148679142785497,6.3529611120033245e-09,4.823803372344125e-05,0.00017316901399098663,0.9983722095885674,4.383543167282294e-06,0.055465124166689556,0.00029033032281855194,4.510602389522361e-05,3.0494213337615958e-05,3.112950944881629e-05,4.065895111682128e-05,0.000252212556146532,0.0008875086673468645,0.0005984489367507131,0.00011308270779365919,True
5,2.6434054116917912e-05,0.0004714072984183694,0.00011014189215382463,3.0839729803070895e-05,6.167945960614179e-05,0.002727113249728698,0.018868539715142282,8.811351372305971e-08,0.00023310430055435444,0.00035663944679408416,0.9982765466307972,6.300116231198768e-06,0.05545979101297218,0.0004537845956737575,0.00014098162195689553,1.762270274461194e-05,0.00017182135175996643,0.00015419864901535448,0.0003788881090091567,0.0015816375713289218,0.0011454756783997762,0.0001762270274461194,True
6,0.00012658629161232715,0.0013381979399017443,0.0001989213153907998,1.8083755944618164e-05,0.00014467004755694532,0.00531662424771774,0.03468337803886152,5.425126783385449e-07,0.0005202696585266646,0.001205463171268247,0.9978338040398756,1.1573603804555626e-05,0.05543521133554864,0.0010850253566770899,0.0012839466720678898,0.0002531725832246543,0.0008861040412862901,0.0005244289223939268,0.0011392766245109445,0.00305615475464047,0.0022604694930772706,0.00037975887483698145,True
7,2.925074205354459e-06,0.00022011183395292302,4.97262614910258e-05,4.4973015907324806e-05,4.4973015907324806e-05,0.001018291457739021,0.009485536667063383,3.6563427566930735e-09,3.8486663856951294e-05,9.011787992421419e-05,0.9984145657066938,3.1627364845395088e-06,0.0554674728256418,0.00021938056540158441,1.4625371026772294e-05,7.312685513386147e-07,8.226771202559416e-05,3.619779329126143e-05,0.00019671124031008736,0.0006000058463733333,0.00041828561136568763,8.628968905795654e-05,True
8,0.0012539325583479299,0.004040449354676663,0.0002786516796328733,0.00013932583981643665,0.0002786516796328733,0.01950561757430113,0.10004988557218317,1.3932583981643667e-05,0.001383505589377216,0.010080224510719191,0.9930867210435972,3.343820155594479e-05,0.05517163930891075,0.0039011235148602263,0.00041797751944930994,0.00013932583981643665,0.0011146067185314932,0.0011146067185314932,0.00376179767504379,0.010170786306599875,0.009334831267701255,0.00041797751944930994,True
9,0.00029049551201278535,0.0010457838432460273,8.71486536038356e-05,2.904955120127853e-05,2.904955120127853e-05,0.007378586005124747,0.0420611356798432,1.1619820480511413e-06,0.0006890553544943267,0.0017734751008380543,0.9975322482051915,1.3943784576613696e-05,0.05541840981770308,0.00098768474084347,5.809910240255706e-05,5.809910240255706e-05,0.00029049551201278535,0.00043574326801917797,0.0010748333944473056,0.003979788514575159,0.003398797490549588,0.00014524775600639267,True
